id,career_family,career,institution,location,institution_type,management_type,duration_years,annual_cost,admission_rate,monthly_income,scholarships,admitted,applicants,enrolled
5886,Veterinaria,Medicina Veterinaria,Universidad Ricardo Palma,Lima         ,Universidad,Privada,5.0,,72.0,0.0,SI,61.0,84.0,269.0
5887,Medicina,Medicina Humana,Universidad Ricardo Palma,Lima         ,Universidad,Privada,7.0,,29.0,3717.0,SI,218.0,744.0,1661.0
5888,Administración de Empresas,Administración de Empresas,Universidad San Andrés,Lima         ,Universidad,Privada,5.0,,71.0,0.0,SI,50.0,70.0,58.0
5889,Contabilidad y Finanzas,Contabilidad y Finanzas,Universidad San Andrés,Lima         ,Universidad,Privada,5.0,,77.0,0.0,SI,70.0,90.0,65.0
5890,Derecho,Derecho y Ciencias Políticas,Universidad San Andrés,Lima         ,Universidad,Privada,6.0,,50.0,0.0,SI,75.0,150.0,239.0
5891,Educación Inicial,Educación Inicial,Universidad San Ignacio de Loyola,Lima         ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
5892,Otras Carreras de Educación,Educación,Universidad San Ignacio de Loyola,Lima         ,Universidad,Privada,5.0,5500.0,0.0,0.0,SI,0.0,0.0,22.0
5893,Diseño,Arte y Diseño Empresarial,Universidad San Ignacio de Loyola,Lima         ,Universidad,Privada,5.0,,9.0,2994.0,SI,76.0,765.0,1088.0
5894,Psicología,Psicología,Universidad San Ignacio de Loyola,Lima         ,Universidad,Privada,5.0,,11.0,3057.0,SI,200.0,1718.0,1009.0
5895,Ciencias de la Comunicación,Comunicaciones,Universidad San Ignacio de Loyola,Lima         ,Universidad,Privada,5.0,,11.0,3347.0,SI,216.0,1855.0,1806.0
5896,Periodismo y Locución,Multimedia y Fotografía Publicitaria,Universidad San Ignacio de Loyola,Lima         ,Universidad,Privada,5.0,,6.0,0.0,SI,23.0,340.0,122.0
5897,Administración de Empresas,Administración,Universidad San Ignacio de Loyola,Lima         ,Universidad,Privada,5.0,,7.0,3634.0,SI,335.0,4348.0,3302.0
5898,Administración de Empresas,Administración de Empresas,Universidad San Ignacio de Loyola,Lima         ,Universidad,Privada,5.0,9600.0,95.0,3634.0,NO,817.0,853.0,6557.0
5899,Administración de Empresas,Administración en Salud,Universidad San Ignacio de Loyola,Lima         ,Universidad,Privada,5.0,,100.0,3634.0,SI,42.0,42.0,71.0
5900,Administración de Empresas,Administración y Emprendimiento,Universidad San Ignacio de Loyola,Lima         ,Universidad,Privada,5.0,,41.0,3634.0,SI,161.0,390.0,715.0
5901,Administración de Empresas,Ingeniería Empresarial,Universidad San Ignacio de Loyola,Lima         ,Universidad,Privada,5.0,,23.0,3634.0,SI,149.0,642.0,960.0
5902,Administración de Empresas,Ingeniería Empresarial y de Sistemas,Universidad San Ignacio de Loyola,Lima         ,Universidad,Privada,5.0,9600.0,98.0,3634.0,NO,284.0,287.0,1758.0
5903,"Administración de Servicios Turísticos, Hotelería y Gastronomía",Administración en Turismo,Universidad San Ignacio de Loyola,Lima         ,Universidad,Privada,5.0,,15.0,2761.0,SI,104.0,688.0,701.0
5904,"Administración de Servicios Turísticos, Hotelería y Gastronomía",Administración Hotelera,Universidad San Ignacio de Loyola,Lima         ,Universidad,Privada,5.0,,29.0,2761.0,SI,176.0,591.0,2143.0
5905,"Administración de Servicios Turísticos, Hotelería y Gastronomía",Arte Culinario,Universidad San Ignacio de Loyola,Lima         ,Universidad,Privada,5.0,,23.0,2761.0,SI,96.0,402.0,706.0
5906,"Administración de Servicios Turísticos, Hotelería y Gastronomía",Gastronomía y Gestión de Restaurantes,Universidad San Ignacio de Loyola,Lima         ,Universidad,Privada,5.0,,19.0,2761.0,SI,101.0,531.0,794.0
5907,Marketing,Marketing,Universidad San Ignacio de Loyola,Lima         ,Universidad,Privada,5.0,,21.0,4002.0,SI,148.0,687.0,1808.0
5908,Marketing,Marketing y Gestión Comercial,Universidad San Ignacio de Loyola,Lima         ,Universidad,Privada,5.0,9600.0,96.0,4002.0,NO,217.0,225.0,1756.0
5909,Negocios Internacionales,Negocios Internacionales,Universidad San Ignacio de Loyola,Lima         ,Universidad,Privada,5.0,9600.0,98.0,2861.0,NO,191.0,194.0,1001.0
5910,Negocios Internacionales,Relaciones Internacionales,Universidad San Ignacio de Loyola,Lima         ,Universidad,Privada,5.0,,29.0,2861.0,SI,92.0,307.0,495.0
5911,Economía,Economía ,Universidad San Ignacio de Loyola,Lima         ,Universidad,Privada,5.0,,5.0,3633.0,SI,33.0,573.0,216.0
5912,Economía,Economía y Finanzas,Universidad San Ignacio de Loyola,Lima         ,Universidad,Privada,5.0,,10.0,3633.0,SI,43.0,418.0,265.0
5913,Economía,Economía y Negocios Internacionales,Universidad San Ignacio de Loyola,Lima         ,Universidad,Privada,5.0,,19.0,3633.0,SI,213.0,1092.0,738.0
5914,Contabilidad y Finanzas,Contabilidad,Universidad San Ignacio de Loyola,Lima         ,Universidad,Privada,5.0,9600.0,97.0,0.0,NO,188.0,193.0,894.0
5915,Derecho,Derecho,Universidad San Ignacio de Loyola,Lima         ,Universidad,Privada,5.0,,12.0,3521.0,SI,181.0,1508.0,834.0
5916,Química,Ingeniería Química,Universidad San Ignacio de Loyola,Lima         ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
5917,Ingeniería de Sistemas y Cómputo,Ingeniería de Sistemas e Informática,Universidad San Ignacio de Loyola,Lima         ,Universidad,Privada,5.0,,12.0,4685.0,SI,195.0,1569.0,1260.0
5918,Ingeniería Industrial,Ingeniería Industrial,Universidad San Ignacio de Loyola,Lima         ,Universidad,Privada,5.0,9600.0,96.0,3952.0,NO,634.0,655.0,2728.0
5919,Ingeniería Industrial,Ingeniería Industrial y Comercial,Universidad San Ignacio de Loyola,Lima         ,Universidad,Privada,5.0,,15.0,3952.0,SI,395.0,2484.0,2175.0
5920,Ingeniería en Industrias Alimentarias,Ingeniería de Industrias Alimentarias,Universidad San Ignacio de Loyola,Lima         ,Universidad,Privada,5.0,,25.0,0.0,SI,78.0,306.0,312.0
5921,Ingeniería en Agroindustria,Ingeniería Agroindustrial y Agronegocios,Universidad San Ignacio de Loyola,Lima         ,Universidad,Privada,5.0,,29.0,2977.0,SI,67.0,226.0,350.0
5922,Ingeniería Mecánica,Ingeniería Mecánica,Universidad San Ignacio de Loyola,Lima         ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
5923,Ingeniería Civil,Ingeniería Civil,Universidad San Ignacio de Loyola,Lima         ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
5924,Arquitectura y Urbanismo,"Arquitectura, Urbanismo y Territorio",Universidad San Ignacio de Loyola,Lima         ,Universidad,Privada,5.0,,13.0,3420.0,SI,338.0,2444.0,1819.0
5925,Ecología y Medio Ambiente,Gestión Ambiental Empresarial,Universidad San Ignacio de Loyola,Lima         ,Universidad,Privada,5.0,,34.0,0.0,SI,54.0,156.0,235.0
5926,Ecología y Medio Ambiente,Ingeniería Ambiental,Universidad San Ignacio de Loyola,Lima         ,Universidad,Privada,5.0,,33.0,0.0,SI,496.0,1470.0,875.0
5927,Nutrición,Nutrición y Dietética,Universidad San Ignacio de Loyola,Lima         ,Universidad,Privada,5.0,,100.0,0.0,SI,5.0,5.0,7.0
5928,Educación Inicial,Educación Inicial,Universidad San Pedro,Áncash       ,Universidad,Privada,5.0,,97.0,0.0,SI,719.0,739.0,1434.0
5929,Educación Primaria,Educación Primaria,Universidad San Pedro,Áncash       ,Universidad,Privada,5.0,,87.0,0.0,SI,67.0,77.0,212.0
5930,Educación Secundaria,Educación Secundaria,Universidad San Pedro,Áncash       ,Universidad,Privada,5.0,,90.0,0.0,SI,156.0,173.0,293.0
5931,Educación Secundaria,Educación Secundaria - Ciencia Tecnología y Ambiente,Universidad San Pedro,Áncash       ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
5932,Educación Secundaria,"Educación Secundaria - Historia, Geografía y Ciencias Sociales",Universidad San Pedro,Áncash       ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
5933,Educación Física,Educación Física,Universidad San Pedro,Áncash       ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
5934,Otras Carreras de Educación,Otras Carreras de Educación,Universidad San Pedro,Áncash       ,Universidad,Privada,5.0,,98.0,0.0,SI,94.0,95.0,94.0
5935,Psicología,Psicología,Universidad San Pedro,Áncash       ,Universidad,Privada,5.0,,93.0,2119.0,SI,305.0,327.0,1202.0
5936,Administración de Empresas,Administración,Universidad San Pedro,Áncash       ,Universidad,Privada,5.0,,95.0,2147.0,SI,768.0,805.0,2904.0
5937,"Administración de Servicios Turísticos, Hotelería y Gastronomía",Gestión en Hotelería y Turismo,Universidad San Pedro,Áncash       ,Universidad,Privada,5.0,,100.0,0.0,SI,31.0,31.0,84.0
5938,Economía,Economía y Negocios Internacionales,Universidad San Pedro,Áncash       ,Universidad,Privada,5.0,,95.0,0.0,SI,99.0,104.0,263.0
5939,Contabilidad y Finanzas,Contabilidad,Universidad San Pedro,Áncash       ,Universidad,Privada,5.0,,98.0,2001.0,SI,591.0,601.0,2222.0
5940,Derecho,Derecho,Universidad San Pedro,Áncash       ,Universidad,Privada,6.0,,94.0,2203.0,SI,603.0,636.0,2553.0
5941,Ingeniería de Sistemas y Cómputo,Ingeniería de Sistemas e Informática,Universidad San Pedro,Áncash       ,Universidad,Privada,5.0,,94.0,2734.0,SI,221.0,233.0,942.0
5942,Ingeniería Industrial,Ingeniería Industrial,Universidad San Pedro,Áncash       ,Universidad,Privada,5.0,,89.0,2102.0,SI,197.0,219.0,680.0
5943,Ingeniería Mecánica,Ingeniería Mecánica Eléctrica,Universidad San Pedro,Áncash       ,Universidad,Privada,5.0,,80.0,0.0,SI,84.0,105.0,367.0
5944,Ingeniería Civil,Ingeniería Civil,Universidad San Pedro,Áncash       ,Universidad,Privada,5.0,,94.0,2914.0,SI,423.0,449.0,2164.0
5945,Arquitectura y Urbanismo,Arquitectura y Urbanismo,Universidad San Pedro,Áncash       ,Universidad,Privada,5.0,,99.0,0.0,SI,218.0,220.0,991.0
5946,Agropecuaria,Ingeniería Agrónoma,Universidad San Pedro,Áncash       ,Universidad,Privada,5.0,,91.0,0.0,SI,144.0,157.0,506.0
5947,Enfermería,Enfermería,Universidad San Pedro,Áncash       ,Universidad,Privada,5.0,,87.0,1970.0,SI,348.0,398.0,1470.0
5948,Obstetricia,Obstetricia,Universidad San Pedro,Áncash       ,Universidad,Privada,5.0,,97.0,0.0,SI,86.0,88.0,302.0
5949,Educación Inicial,Educación Inicial,Universidad San Pedro,Cajamarca    ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
5950,Educación Primaria,Educación Primaria,Universidad San Pedro,Cajamarca    ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
5951,Psicología,Psicología,Universidad San Pedro,Cajamarca    ,Universidad,Privada,0.0,0.0,0.0,2119.0,NO,0.0,0.0,0.0
5952,Administración de Empresas,Administración,Universidad San Pedro,Cajamarca    ,Universidad,Privada,0.0,0.0,0.0,2147.0,NO,0.0,0.0,0.0
5953,Contabilidad y Finanzas,Contabilidad,Universidad San Pedro,Cajamarca    ,Universidad,Privada,0.0,0.0,0.0,2001.0,NO,0.0,0.0,0.0
5954,Derecho,Derecho,Universidad San Pedro,Cajamarca    ,Universidad,Privada,0.0,0.0,0.0,2203.0,NO,0.0,0.0,0.0
5955,Ingeniería de Sistemas y Cómputo,Ingeniería de Sistemas e Informática,Universidad San Pedro,Cajamarca    ,Universidad,Privada,0.0,0.0,0.0,2734.0,NO,0.0,0.0,0.0
5956,Ingeniería Civil,Ingeniería Civil,Universidad San Pedro,Cajamarca    ,Universidad,Privada,0.0,0.0,0.0,2914.0,NO,0.0,0.0,0.0
5957,Arquitectura y Urbanismo,Arquitectura y Urbanismo,Universidad San Pedro,Cajamarca    ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
5958,Enfermería,Enfermería,Universidad San Pedro,Cajamarca    ,Universidad,Privada,0.0,0.0,0.0,1970.0,NO,0.0,0.0,0.0
5959,Educación Inicial,Educación Inicial,Universidad San Pedro,La Libertad  ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
5960,Educación Primaria,Educación Primaria,Universidad San Pedro,La Libertad  ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
5961,Psicología,Psicología,Universidad San Pedro,La Libertad  ,Universidad,Privada,0.0,0.0,0.0,2119.0,NO,0.0,0.0,0.0
5962,Contabilidad y Finanzas,Contabilidad,Universidad San Pedro,La Libertad  ,Universidad,Privada,0.0,0.0,0.0,2001.0,NO,0.0,0.0,0.0
5963,Derecho,Derecho,Universidad San Pedro,La Libertad  ,Universidad,Privada,0.0,0.0,0.0,2203.0,NO,0.0,0.0,0.0
5964,Ingeniería de Sistemas y Cómputo,Ingeniería de Sistemas e Informática,Universidad San Pedro,La Libertad  ,Universidad,Privada,0.0,0.0,0.0,2734.0,NO,0.0,0.0,0.0
5965,Enfermería,Enfermería,Universidad San Pedro,La Libertad  ,Universidad,Privada,0.0,0.0,0.0,1970.0,NO,0.0,0.0,0.0
5966,Educación Inicial,Educación Inicial,Universidad San Pedro,Lima         ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
5967,Educación Primaria,Educación Primaria,Universidad San Pedro,Lima         ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
5968,Psicología,Psicología,Universidad San Pedro,Lima         ,Universidad,Privada,0.0,0.0,0.0,2119.0,NO,0.0,0.0,0.0
5969,Administración de Empresas,Administración,Universidad San Pedro,Lima         ,Universidad,Privada,0.0,0.0,0.0,2147.0,NO,0.0,0.0,0.0
5970,Economía,Economía y Negocios Internacionales,Universidad San Pedro,Lima         ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
5971,Contabilidad y Finanzas,Contabilidad,Universidad San Pedro,Lima         ,Universidad,Privada,0.0,0.0,0.0,2001.0,NO,0.0,0.0,0.0
5972,Derecho,Derecho,Universidad San Pedro,Lima         ,Universidad,Privada,0.0,0.0,0.0,2203.0,NO,0.0,0.0,0.0
5973,Ingeniería de Sistemas y Cómputo,Ingeniería de Sistemas e Informática,Universidad San Pedro,Lima         ,Universidad,Privada,0.0,0.0,0.0,2734.0,NO,0.0,0.0,0.0
5974,Agropecuaria,Ingeniería Agrónoma,Universidad San Pedro,Lima         ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
5975,Enfermería,Enfermería,Universidad San Pedro,Lima         ,Universidad,Privada,0.0,0.0,0.0,1970.0,NO,0.0,0.0,0.0
5976,Educación Inicial,Educación Inicial,Universidad San Pedro,Piura        ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
5977,Educación Primaria,Educación Primaria,Universidad San Pedro,Piura        ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
5978,Psicología,Psicología,Universidad San Pedro,Piura        ,Universidad,Privada,0.0,0.0,0.0,2119.0,NO,0.0,0.0,0.0
5979,Administración de Empresas,Administración,Universidad San Pedro,Piura        ,Universidad,Privada,0.0,0.0,0.0,2147.0,NO,0.0,0.0,0.0
5980,Contabilidad y Finanzas,Contabilidad,Universidad San Pedro,Piura        ,Universidad,Privada,0.0,0.0,0.0,2001.0,NO,0.0,0.0,0.0
5981,Derecho,Derecho,Universidad San Pedro,Piura        ,Universidad,Privada,0.0,0.0,0.0,2203.0,NO,0.0,0.0,0.0
5982,Ingeniería de Sistemas y Cómputo,Ingeniería de Sistemas e Informática,Universidad San Pedro,Piura        ,Universidad,Privada,0.0,0.0,0.0,2734.0,NO,0.0,0.0,0.0
5983,Ingeniería Industrial,Ingeniería Industrial,Universidad San Pedro,Piura        ,Universidad,Privada,0.0,0.0,0.0,2102.0,NO,0.0,0.0,0.0
5984,Ingeniería Civil,Ingeniería Civil,Universidad San Pedro,Piura        ,Universidad,Privada,0.0,0.0,0.0,2914.0,NO,0.0,0.0,0.0
5985,Arquitectura y Urbanismo,Arquitectura y Urbanismo,Universidad San Pedro,Piura        ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
5986,Agropecuaria,Ingeniería Agrónoma,Universidad San Pedro,Piura        ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
5987,Enfermería,Enfermería,Universidad San Pedro,Piura        ,Universidad,Privada,0.0,0.0,0.0,1970.0,NO,0.0,0.0,0.0
5988,Obstetricia,Obstetricia,Universidad San Pedro,Piura        ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
5989,Educación Inicial,Educación Inicial,Universidad Santo Domingo de Guzmán,Lima         ,Universidad,Privada,5.0,300.0,100.0,0.0,NO,53.0,53.0,117.0
5990,Educación Primaria,Educación Primaria,Universidad Santo Domingo de Guzmán,Lima         ,Universidad,Privada,5.0,300.0,100.0,0.0,NO,24.0,24.0,85.0
5991,Administración de Empresas,Ingeniería de Negocios,Universidad Santo Domingo de Guzmán,Lima         ,Universidad,Privada,5.0,400.0,100.0,0.0,NO,51.0,51.0,117.0
5992,Ingeniería de Sistemas y Cómputo,Ingeniería de Sistemas e Informática,Universidad Santo Domingo de Guzmán,Lima         ,Universidad,Privada,5.0,400.0,100.0,0.0,NO,51.0,51.0,140.0
5993,Administración de Empresas,Administración y Gestión Empresarial,Universidad Santo Tomas de Aquino de Ciencia e Integración,Junín        ,Universidad,Privada,5.0,,90.0,0.0,SI,10.0,11.0,16.0
5994,Contabilidad y Finanzas,Contabilidad,Universidad Santo Tomas de Aquino de Ciencia e Integración,Junín        ,Universidad,Privada,5.0,,75.0,0.0,SI,9.0,12.0,16.0
5995,Derecho,Derecho,Universidad Santo Tomas de Aquino de Ciencia e Integración,Junín        ,Universidad,Privada,5.0,,85.0,0.0,SI,17.0,20.0,23.0
5996,Ingeniería Civil,Ingeniería Civil,Universidad Santo Tomas de Aquino de Ciencia e Integración,Junín        ,Universidad,Privada,5.0,,96.0,0.0,SI,30.0,31.0,41.0
5997,Ecología y Medio Ambiente,Ingeniería en Gestión Ambiental,Universidad Santo Tomas de Aquino de Ciencia e Integración,Junín        ,Universidad,Privada,5.0,,90.0,0.0,SI,28.0,31.0,28.0
5998,Diseño,Arte y Diseño Gráfico Empresarial,Universidad Señor de Sipán,Lambayeque   ,Universidad,Privada,5.0,,91.0,0.0,SI,73.0,80.0,427.0
5999,Trabajo Social,Trabajo Social,Universidad Señor de Sipán,Lambayeque   ,Universidad,Privada,5.0,,94.0,0.0,SI,18.0,19.0,64.0
6000,Psicología,Psicología,Universidad Señor de Sipán,Lambayeque   ,Universidad,Privada,6.0,,93.0,2280.0,SI,471.0,503.0,1347.0
6001,Ciencias de la Comunicación,Ciencias de la Comunicación,Universidad Señor de Sipán,Lambayeque   ,Universidad,Privada,5.0,,94.0,0.0,SI,63.0,67.0,358.0
6002,Administración de Empresas,Administración,Universidad Señor de Sipán,Lambayeque   ,Universidad,Privada,5.0,,92.0,2111.0,SI,1165.0,1262.0,2950.0
6003,"Administración de Servicios Turísticos, Hotelería y Gastronomía",Turismo y Negocios,Universidad Señor de Sipán,Lambayeque   ,Universidad,Privada,5.0,,91.0,1823.0,SI,81.0,89.0,357.0
6004,Negocios Internacionales,Negocios Internacionales,Universidad Señor de Sipán,Lambayeque   ,Universidad,Privada,5.0,,94.0,0.0,SI,122.0,129.0,516.0
6005,Administración Pública,Administración Pública,Universidad Señor de Sipán,Lambayeque   ,Universidad,Privada,5.0,,89.0,0.0,SI,343.0,382.0,358.0
6006,Economía,Ingeniería Económica,Universidad Señor de Sipán,Lambayeque   ,Universidad,Privada,5.0,,93.0,0.0,SI,113.0,121.0,246.0
6007,Contabilidad y Finanzas,Contabilidad,Universidad Señor de Sipán,Lambayeque   ,Universidad,Privada,5.0,,93.0,1963.0,SI,765.0,818.0,1545.0
6008,Derecho,Derecho,Universidad Señor de Sipán,Lambayeque   ,Universidad,Privada,6.0,,94.0,2340.0,SI,970.0,1031.0,2813.0
6009,Ingeniería de Sistemas y Cómputo,Ingeniería de Sistemas,Universidad Señor de Sipán,Lambayeque   ,Universidad,Privada,5.0,,93.0,2287.0,SI,325.0,346.0,890.0
6010,Ingeniería Industrial,Ingeniería Industrial,Universidad Señor de Sipán,Lambayeque   ,Universidad,Privada,5.0,,94.0,2415.0,SI,819.0,865.0,1586.0
6011,Ingeniería en Agroindustria,Ingeniería Agroindustrial y Comercio Exterior,Universidad Señor de Sipán,Lambayeque   ,Universidad,Privada,5.0,,91.0,1870.0,SI,62.0,68.0,256.0
6012,Ingeniería Mecánica,Ingeniería Mecánica Eléctrica,Universidad Señor de Sipán,Lambayeque   ,Universidad,Privada,5.0,,94.0,3504.0,SI,54.0,57.0,355.0
6013,Ingeniería Civil,Ingeniería Civil,Universidad Señor de Sipán,Lambayeque   ,Universidad,Privada,5.0,,91.0,0.0,SI,196.0,215.0,1011.0
6014,Arquitectura y Urbanismo,Arquitectura,Universidad Señor de Sipán,Lambayeque   ,Universidad,Privada,5.0,,92.0,0.0,SI,114.0,123.0,434.0
6015,Medicina,Medicina Humana,Universidad Señor de Sipán,Lambayeque   ,Universidad,Privada,7.0,,95.0,0.0,SI,106.0,111.0,205.0
6016,Odontología,Estomatología,Universidad Señor de Sipán,Lambayeque   ,Universidad,Privada,5.0,,92.0,0.0,SI,75.0,81.0,494.0
6017,Enfermería,Enfermería,Universidad Señor de Sipán,Lambayeque   ,Universidad,Privada,5.0,,93.0,1932.0,SI,126.0,135.0,761.0
6018,Otras Carreras de Educación,Educación,Universidad Tecnológica de los Andes,Apurímac     ,Universidad,Privada,5.0,,73.0,0.0,SI,22.0,30.0,62.0
6019,"Administración de Servicios Turísticos, Hotelería y Gastronomía","Turismo, Hotelería y Gastronomía",Universidad Tecnológica de los Andes,Apurímac     ,Universidad,Privada,5.0,,98.0,0.0,SI,69.0,70.0,127.0
6020,Contabilidad y Finanzas,Contabilidad,Universidad Tecnológica de los Andes,Apurímac     ,Universidad,Privada,5.0,,97.0,2091.0,SI,233.0,240.0,1671.0
6021,Derecho,Derecho,Universidad Tecnológica de los Andes,Apurímac     ,Universidad,Privada,6.0,,96.0,2420.0,SI,213.0,220.0,913.0
