id,career_family,career,institution,location,institution_type,management_type,duration_years,annual_cost,admission_rate,monthly_income,scholarships,admitted,applicants,enrolled,duration_imputed_flag,monthly_income_imputed_flag,annual_cost_imputed_flag,admission_rate_imputed_flag,duration_years_imputed,monthly_income_imputed,annual_cost_imputed,admission_rate_imputed,income_score,admission_score,cost_score,duration_score
17,Ingeniería Mecánica,Mecánica Automotriz,4 De Junio De 1821,Cajamarca    ,Instituto,Pública,3.0,240.0,58.0,0.0,NO,41.0,70.0,195.0,False,True,False,False,3.0,2135.0,240.0,58.0,0.3772643691945335,0.58,0.4721054876915388,0.8
18,Ingeniería Civil,Construcción Civil,4 De Junio De 1821,Cajamarca    ,Instituto,Pública,3.0,240.0,48.0,0.0,NO,39.0,80.0,206.0,False,True,False,False,3.0,2510.0,240.0,48.0,0.4693416041492302,0.48,0.4721054876915388,0.8
19,Agropecuaria,Producción Agropecuaria,4 De Junio De 1821,Cajamarca    ,Instituto,Pública,3.0,480.0,100.0,0.0,NO,37.0,37.0,210.0,False,True,False,True,3.0,2366.0,480.0,80.0,0.4357217993832695,0.8,0.4055921340082511,0.8
20,Enfermería,Enfermería Técnica,4 De Junio De 1821,Cajamarca    ,Instituto,Pública,3.0,480.0,62.0,0.0,NO,37.0,59.0,209.0,False,True,False,False,3.0,1332.0,480.0,62.0,0.10885192773622748,0.62,0.4055921340082511,0.8
21,Tecnología Médica,Laboratorio Clínico,4 De Junio De 1821,Cajamarca    ,Instituto,Pública,3.0,240.0,94.0,0.0,NO,35.0,37.0,199.0,False,True,False,True,3.0,1434.5,240.0,80.0,0.15102412025454787,0.8,0.4721054876915388,0.8
22,Ingeniería Mecánica,Mantenimiento de Maquinaria Pesada,9 De Mayo,Junín        ,Instituto,Pública,3.0,200.0,62.0,0.0,SI,40.0,64.0,106.0,False,True,False,False,3.0,2135.0,200.0,62.0,0.3772643691945335,0.62,0.48957352623788175,0.8
23,Ingeniería Textil y Confecciones,Diseño de Modas,9 De Mayo,Junín        ,Instituto,Pública,3.0,200.0,100.0,0.0,SI,16.0,16.0,29.0,False,True,False,True,3.0,2138.0,200.0,80.0,0.37806334475540443,0.8,0.48957352623788175,0.8
24,Agropecuaria,Producción Agropecuaria,9 De Mayo,Junín        ,Instituto,Pública,3.0,220.0,100.0,0.0,SI,22.0,22.0,37.0,False,True,False,True,3.0,2366.0,220.0,80.0,0.4357217993832695,0.8,0.480443760956917,0.8
25,Secretariado,Secretariado Ejecutivo,Abaco,Piura        ,Instituto,Privada,3.0,,75.0,0.0,SI,25.0,33.0,25.0,False,True,True,False,3.0,1660.0,880.0,75.0,0.23408437523581382,0.75,0.34734445927773727,0.8
26,Ciencias de la Computación,Computación e Informática,Abaco,Piura        ,Instituto,Privada,3.0,,92.0,1796.0,SI,53.0,57.0,53.0,False,False,True,True,3.0,1796.0,300.0,80.0,0.27888522761761103,0.8,0.4507085264170695,0.8
27,Ciencias de la Computación,Computación e Informática,Abaco - Chiclayo,Lambayeque   ,Instituto,Privada,3.0,,82.0,0.0,SI,51.0,62.0,51.0,False,True,True,True,3.0,2156.0,300.0,80.0,0.382833791612999,0.8,0.4507085264170695,0.8
28,"Administración de Servicios Turísticos, Hotelería y Gastronomía",Administración Turística,Abaco - Cusco,Cusco        ,Instituto,Privada,3.0,1940.0,90.0,0.0,SI,96.0,106.0,229.0,False,True,False,True,3.0,2087.0,1940.0,80.0,0.36432585784741206,0.8,0.27131896815257495,0.8
29,Ciencias de la Computación,Computación e Informática,Abaco - Cusco,Cusco        ,Instituto,Privada,3.0,1940.0,89.0,0.0,SI,82.0,92.0,185.0,False,True,False,True,3.0,2156.0,1940.0,80.0,0.382833791612999,0.8,0.27131896815257495,0.8
30,Administración de Empresas,Administración de Empresas,Abaco - Piura,Piura        ,Instituto,Privada,3.0,,100.0,0.0,SI,75.0,75.0,75.0,False,True,True,True,3.0,1985.0,1665.0,80.0,0.3358144800539751,0.8,0.28602334870088053,0.8
31,Secretariado,Secretariado Ejecutivo,Abaco - Piura,Piura        ,Instituto,Privada,3.0,,100.0,0.0,SI,25.0,25.0,113.0,False,True,True,True,3.0,1660.0,880.0,80.0,0.23408437523581382,0.8,0.34734445927773727,0.8
32,Ciencias de la Computación,Computación e Informática,Abaco - Piura,Piura        ,Instituto,Privada,3.0,,100.0,0.0,SI,275.0,275.0,328.0,False,True,True,True,3.0,2156.0,300.0,80.0,0.382833791612999,0.8,0.4507085264170695,0.8
33,Ingeniería Industrial,Salud y Seguridad Ocupacional,Abaco - Piura,Piura        ,Instituto,Privada,3.0,,0.0,0.0,SI,0.0,0.0,0.0,False,True,True,True,3.0,2947.0,5331.0,86.0,0.5606786372978105,0.86,0.17405928752406075,0.8
34,Ciencias de la Computación,Computación e Informática,Abancay,Apurímac     ,Instituto,Pública,3.0,240.0,68.0,0.0,SI,40.0,58.0,197.0,False,True,False,False,3.0,2156.0,240.0,68.0,0.382833791612999,0.68,0.4721054876915388,0.8
35,Ingeniería Civil,Construcción Civil,Abancay,Apurímac     ,Instituto,Pública,3.0,600.0,22.0,0.0,SI,40.0,181.0,255.0,False,True,False,False,3.0,2510.0,600.0,22.0,0.4693416041492302,0.22,0.3841552944648121,0.8
36,Agropecuaria,Producción Agropecuaria,Abancay,Apurímac     ,Instituto,Pública,3.0,130.0,80.0,0.0,SI,40.0,50.0,218.0,False,True,False,False,3.0,2366.0,130.0,80.0,0.4357217993832695,0.8,0.5307775393425744,0.8
37,Enfermería,Enfermería Técnica,Abancay,Apurímac     ,Instituto,Pública,3.0,480.0,37.0,0.0,SI,40.0,106.0,281.0,False,True,False,False,3.0,1332.0,480.0,37.0,0.10885192773622748,0.37,0.4055921340082511,0.8
38,"Administración de Servicios Turísticos, Hotelería y Gastronomía",Administración de Servicios de Hostelería,Abc Informática,Lima         ,Instituto,Privada,3.0,2200.0,32.0,0.0,SI,8.0,25.0,8.0,False,True,False,False,3.0,2087.0,2200.0,32.0,0.36432585784741206,0.32,0.2592199192291351,0.8
39,Turismo,Guía Oficial de Turismo,Abc Informática,Lima         ,Instituto,Privada,3.0,2200.0,50.0,0.0,SI,10.0,20.0,10.0,False,True,False,False,3.0,1672.5,2200.0,50.0,0.23835242637002974,0.5,0.2592199192291351,0.8
40,Educación Primaria,Educación Primaria,Abraham Valdelomar,Ica          ,Instituto,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,True,True,True,True,5.0,1955.0,240.0,66.0,0.3271496248900014,0.66,0.4721054876915388,0.4
41,Educación Secundaria,Educación Secundaria - Matemática,Abraham Valdelomar,Ica          ,Instituto,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,True,True,True,True,5.0,1748.0,240.0,94.0,0.26347257740347096,0.94,0.4721054876915388,0.4
42,Educación Física,Educación Física,Abraham Valdelomar,Ica          ,Instituto,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,True,True,True,True,5.0,2417.0,260.0,99.0,0.44785716787721386,0.99,0.46443235323488785,0.4
43,Ciencias de la Computación,Computación e Informática,Abraham Valdelomar,Ica          ,Instituto,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,True,True,True,True,3.0,2156.0,300.0,89.0,0.382833791612999,0.89,0.4507085264170695,0.8
44,Administración de Empresas,Administración de Empresas,Acción Comunitaria,Callao       ,Instituto,Privada,3.0,1470.0,36.0,0.0,SI,35.0,95.0,143.0,False,True,False,False,3.0,1985.0,1470.0,36.0,0.3358144800539751,0.36,0.2980044570780842,0.8
45,Secretariado,Secretariado Ejecutivo,Acip,San Martín   ,Instituto,Privada,3.0,1520.0,76.0,0.0,SI,20.0,26.0,42.0,False,True,False,False,3.0,1660.0,1520.0,76.0,0.23408437523581382,0.76,0.294787350581176,0.8
46,Contabilidad y Finanzas,Contabilidad,Acip,San Martín   ,Instituto,Privada,3.0,0.0,0.0,0.0,NO,0.0,0.0,30.0,False,True,True,True,3.0,1729.5,300.0,83.0,0.25741906734584247,0.83,0.4507085264170695,0.8
47,Ciencias de la Computación,Computación e Informática,Acomayo,Cusco        ,Instituto,Pública,3.0,160.0,100.0,0.0,SI,28.0,28.0,48.0,False,True,False,True,3.0,2156.0,160.0,80.0,0.382833791612999,0.8,0.5109307579435968,0.8
48,Ciencias de la Computación,Computación e Informática,Acora,Puno         ,Instituto,Pública,3.0,170.0,56.0,0.0,SI,39.0,69.0,123.0,False,True,False,False,3.0,2156.0,170.0,56.0,0.382833791612999,0.56,0.5051309996472844,0.8
49,Agropecuaria,Producción Agropecuaria,Acora,Puno         ,Instituto,Pública,3.0,170.0,83.0,0.0,SI,20.0,24.0,52.0,False,True,False,True,3.0,2366.0,170.0,80.0,0.4357217993832695,0.8,0.5051309996472844,0.8
50,Enfermería,Enfermería Técnica,Acora,Puno         ,Instituto,Pública,3.0,170.0,100.0,0.0,SI,29.0,29.0,69.0,False,True,False,True,3.0,1332.0,170.0,80.0,0.10885192773622748,0.8,0.5051309996472844,0.8
51,Educación Inicial,Educación Inicial,Ada A. Byron,Ica          ,Instituto,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,True,True,True,True,5.0,1442.0,260.0,76.0,0.15399061989962143,0.76,0.46443235323488785,0.4
52,Educación Primaria,Educación Primaria,Ada A. Byron,Ica          ,Instituto,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,True,True,True,True,5.0,1955.0,240.0,66.0,0.3271496248900014,0.66,0.4721054876915388,0.4
53,Educación Secundaria,Educación Secundaria - Matemática,Ada A. Byron,Ica          ,Instituto,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,True,True,True,True,5.0,1748.0,240.0,94.0,0.26347257740347096,0.94,0.4721054876915388,0.4
54,Educación Física,Educación Física,Ada A. Byron,Ica          ,Instituto,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,True,True,True,True,5.0,2417.0,260.0,99.0,0.44785716787721386,0.99,0.46443235323488785,0.4
55,Idiomas,Idiomas,Ada A. Byron,Ica          ,Instituto,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,True,True,True,True,3.0,2005.0,1400.0,97.5,0.34151863593267445,0.975,0.3026970860208603,0.8
56,Administración de Empresas,Administración de Negocios,Ada A. Byron,Ica          ,Instituto,Privada,3.0,1370.0,92.0,0.0,SI,77.0,83.0,85.0,False,True,False,True,3.0,1985.0,1370.0,80.0,0.3358144800539751,0.8,0.3047804328472027,0.8
57,Secretariado,Secretariado Ejecutivo Bilingüe,Ada A. Byron,Ica          ,Instituto,Privada,3.0,1370.0,92.0,0.0,SI,77.0,83.0,17.0,False,True,False,True,3.0,1660.0,1370.0,80.0,0.23408437523581382,0.8,0.3047804328472027,0.8
58,Contabilidad y Finanzas,Contabilidad,Ada A. Byron,Ica          ,Instituto,Privada,3.0,1370.0,92.0,0.0,SI,77.0,83.0,38.0,False,True,False,True,3.0,1729.5,1370.0,80.0,0.25741906734584247,0.8,0.3047804328472027,0.8
59,Ciencias de la Computación,Computación e Informática,Ada A. Byron,Ica          ,Instituto,Privada,3.0,1370.0,92.0,0.0,SI,77.0,83.0,40.0,False,True,False,True,3.0,2156.0,1370.0,80.0,0.382833791612999,0.8,0.3047804328472027,0.8
60,Ciencias de la Computación,Computación e Informática,Ada A. Byron,Ica          ,Instituto,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,True,True,True,True,3.0,2156.0,300.0,89.0,0.382833791612999,0.89,0.4507085264170695,0.8
61,Enfermería,Enfermería Técnica,Ada A. Byron,Ica          ,Instituto,Privada,3.0,1370.0,0.0,0.0,SI,0.0,0.0,0.0,False,True,False,True,3.0,1332.0,1370.0,92.0,0.10885192773622748,0.92,0.3047804328472027,0.8
62,Administración de Empresas,Administración,Administracion y Negocios,Lima         ,Instituto,Privada,3.0,7800.0,0.0,0.0,NO,0.0,0.0,0.0,False,True,False,True,3.0,1985.0,7800.0,91.0,0.3358144800539751,0.91,0.13743489821425003,0.8
63,Contabilidad y Finanzas,Contabilidad,Adolfo Vienrich,Junín        ,Instituto,Pública,3.0,220.0,44.0,0.0,SI,40.0,90.0,106.0,False,True,False,False,3.0,1729.5,220.0,44.0,0.25741906734584247,0.44,0.480443760956917,0.8
64,Ciencias de la Computación,Computación e Informática,Adolfo Vienrich,Junín        ,Instituto,Pública,3.0,220.0,80.0,0.0,SI,40.0,50.0,96.0,False,True,False,False,3.0,2156.0,220.0,80.0,0.382833791612999,0.8,0.480443760956917,0.8
65,Ingeniería Eléctrica,Electrotécnia Industrial,Adolfo Vienrich,Junín        ,Instituto,Pública,3.0,330.0,61.0,0.0,SI,40.0,65.0,94.0,False,True,False,False,3.0,3655.0,330.0,61.0,0.6832098359610727,0.61,0.4415642935797206,0.8
66,Ingeniería Electrónica,Electrónica Industrial,Adolfo Vienrich,Junín        ,Instituto,Pública,3.0,330.0,71.0,0.0,SI,27.0,38.0,84.0,False,True,False,False,3.0,1819.0,330.0,71.0,0.2861251426487971,0.71,0.4415642935797206,0.8
67,Ingeniería Mecánica,Mecánica Automotriz,Adolfo Vienrich,Junín        ,Instituto,Pública,3.0,330.0,76.0,0.0,SI,23.0,30.0,73.0,False,True,False,False,3.0,2135.0,330.0,76.0,0.3772643691945335,0.76,0.4415642935797206,0.8
68,Ingeniería Mecánica,Mecánica de Producción,Adolfo Vienrich,Junín        ,Instituto,Pública,3.0,330.0,58.0,0.0,SI,40.0,68.0,99.0,False,True,False,False,3.0,2135.0,330.0,58.0,0.3772643691945335,0.58,0.4415642935797206,0.8
69,Ingeniería Civil,Construcción Civil,Adolfo Vienrich,Junín        ,Instituto,Pública,3.0,330.0,56.0,0.0,SI,40.0,71.0,101.0,False,True,False,False,3.0,2510.0,330.0,56.0,0.4693416041492302,0.56,0.4415642935797206,0.8
70,Farmacia y Bioquímica,Farmacia,Adolfo Vienrich,Junín        ,Instituto,Pública,3.0,330.0,84.0,0.0,SI,37.0,44.0,97.0,False,True,False,True,3.0,1272.0,330.0,80.0,0.08263378738025862,0.8,0.4415642935797206,0.8
71,Suboficiales de las Fuerzas Armadas,Defensa Aérea,Aeronautico Suboficial Maestro 2Da Fap Manuel Polo Jimenez,Lima         ,Instituto,Pública,3.0,0.0,72.0,0.0,NO,29.0,40.0,29.0,False,True,True,False,3.0,1100.0,0.0,72.0,0.0,0.72,1.0,0.8
72,Suboficiales de las Fuerzas Armadas,Fuerzas Especiales,Aeronautico Suboficial Maestro 2Da Fap Manuel Polo Jimenez,Lima         ,Instituto,Pública,3.0,0.0,85.0,0.0,NO,30.0,35.0,30.0,False,True,True,True,3.0,1100.0,0.0,80.0,0.0,0.8,1.0,0.8
73,Suboficiales de las Fuerzas Armadas,Inteligencia,Aeronautico Suboficial Maestro 2Da Fap Manuel Polo Jimenez,Lima         ,Instituto,Pública,3.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,False,True,True,True,3.0,1100.0,0.0,78.5,0.0,0.785,1.0,0.8
74,Suboficiales de las Fuerzas Armadas,Seguridad e Instrucción Militar,Aeronautico Suboficial Maestro 2Da Fap Manuel Polo Jimenez,Lima         ,Instituto,Pública,3.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,False,True,True,True,3.0,1100.0,0.0,78.5,0.0,0.785,1.0,0.8
75,Administración de Empresas,Abastecimiento,Aeronautico Suboficial Maestro 2Da Fap Manuel Polo Jimenez,Lima         ,Instituto,Pública,3.0,0.0,60.0,0.0,NO,18.0,30.0,18.0,False,True,True,False,3.0,1985.0,1665.0,60.0,0.3358144800539751,0.6,0.28602334870088053,0.8
76,Otras Carreras de Administración,Administrativo,Aeronautico Suboficial Maestro 2Da Fap Manuel Polo Jimenez,Lima         ,Instituto,Pública,3.0,0.0,66.0,0.0,NO,16.0,24.0,16.0,False,True,True,False,3.0,2651.0,7452.0,66.0,0.5004425272437604,0.66,0.1418271522822364,0.8
77,Contabilidad y Finanzas,Finanzas,Aeronautico Suboficial Maestro 2Da Fap Manuel Polo Jimenez,Lima         ,Instituto,Pública,3.0,0.0,64.0,0.0,NO,16.0,25.0,16.0,False,True,True,False,3.0,1729.5,300.0,64.0,0.25741906734584247,0.64,0.4507085264170695,0.8
78,Meteorología,Meteorología,Aeronautico Suboficial Maestro 2Da Fap Manuel Polo Jimenez,Lima         ,Instituto,Pública,3.0,0.0,60.0,0.0,NO,17.0,28.0,0.0,False,True,True,False,3.0,1100.0,0.0,60.0,0.0,0.6,1.0,0.8
79,Ciencias de la Computación,Informática,Aeronautico Suboficial Maestro 2Da Fap Manuel Polo Jimenez,Lima         ,Instituto,Pública,3.0,0.0,60.0,0.0,NO,15.0,25.0,15.0,False,True,True,False,3.0,2156.0,300.0,60.0,0.382833791612999,0.6,0.4507085264170695,0.8
80,Ingeniería Mecánica,"Mantenimiento de Motores, Hélices y Unidad de Potencia Auxiliar",Aeronautico Suboficial Maestro 2Da Fap Manuel Polo Jimenez,Lima         ,Instituto,Pública,3.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,False,True,True,True,3.0,2135.0,240.0,91.0,0.3772643691945335,0.91,0.4721054876915388,0.8
81,Ingeniería Mecánica,Mantenimiento de Vehículos Motorizados y Equipos Contra Incendio,Aeronautico Suboficial Maestro 2Da Fap Manuel Polo Jimenez,Lima         ,Instituto,Pública,3.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,False,True,True,True,3.0,2135.0,240.0,91.0,0.3772643691945335,0.91,0.4721054876915388,0.8
82,Ingeniería Mecánica,Mantenimiento y Operación de Armamento y Equipos Auxiliares,Aeronautico Suboficial Maestro 2Da Fap Manuel Polo Jimenez,Lima         ,Instituto,Pública,3.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,False,True,True,True,3.0,2135.0,240.0,91.0,0.3772643691945335,0.91,0.4721054876915388,0.8
83,Ingeniería Civil,Aerofotografía,Aeronautico Suboficial Maestro 2Da Fap Manuel Polo Jimenez,Lima         ,Instituto,Pública,3.0,0.0,65.0,0.0,NO,15.0,23.0,15.0,False,True,True,False,3.0,2510.0,240.0,65.0,0.4693416041492302,0.65,0.4721054876915388,0.8
84,Zootecnia,Zootecnia,Agrario Del Sur,Arequipa     ,Instituto,Privada,3.0,,100.0,0.0,SI,100.0,100.0,200.0,False,True,True,True,3.0,2530.0,200.0,80.0,0.47385785150692056,0.8,0.48957352623788175,0.8
85,Agropecuaria,Producción Agropecuaria,Agrario Del Sur,Arequipa     ,Instituto,Privada,3.0,,100.0,0.0,SI,100.0,100.0,200.0,False,True,True,True,3.0,2366.0,150.0,80.0,0.4357217993832695,0.8,0.51710254277639,0.8
86,Educación Inicial,Educación Inicial,Agustín Bocanegra Y Prada,Ica          ,Instituto,Pública,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,True,True,True,True,5.0,1442.0,260.0,76.0,0.15399061989962143,0.76,0.46443235323488785,0.4
87,Educación Primaria,Educación Primaria,Agustín Bocanegra Y Prada,Ica          ,Instituto,Pública,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,True,True,True,True,5.0,1955.0,240.0,66.0,0.3271496248900014,0.66,0.4721054876915388,0.4
88,Idiomas,Idiomas,Agustín Bocanegra Y Prada,Ica          ,Instituto,Pública,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,True,True,True,True,3.0,2005.0,1400.0,97.5,0.34151863593267445,0.975,0.3026970860208603,0.8
89,Ciencias de la Computación,Computación e Informática,Agustín Bocanegra Y Prada,Ica          ,Instituto,Pública,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,True,True,True,True,3.0,2156.0,300.0,89.0,0.382833791612999,0.89,0.4507085264170695,0.8
90,Agropecuaria,Producción Agropecuaria,Agustín Haya De La Torre,Áncash       ,Instituto,Pública,3.0,140.0,100.0,0.0,SI,22.0,22.0,41.0,False,True,False,True,3.0,2366.0,140.0,80.0,0.4357217993832695,0.8,0.5236973728396086,0.8
91,Enfermería,Enfermería Técnica,Agustín Haya De La Torre,Áncash       ,Instituto,Pública,3.0,140.0,89.0,0.0,SI,35.0,39.0,83.0,False,True,False,True,3.0,1332.0,140.0,80.0,0.10885192773622748,0.8,0.5236973728396086,0.8
92,Agropecuaria,Producción Agropecuaria,Aija,Áncash       ,Instituto,Pública,3.0,20.0,86.0,0.0,SI,20.0,23.0,20.0,False,True,False,True,3.0,2366.0,20.0,80.0,0.4357217993832695,0.8,0.7069742586711734,0.8
93,Secretariado,Secretariado Ejecutivo,Alas Peruanas,Lambayeque   ,Instituto,Privada,3.0,1280.0,0.0,0.0,NO,0.0,0.0,0.0,False,True,False,True,3.0,1660.0,1280.0,95.0,0.23408437523581382,0.95,0.31131553511141863,0.8
94,Ciencias de la Computación,Computación e Informática,Alas Peruanas,Lambayeque   ,Instituto,Privada,3.0,1280.0,0.0,0.0,NO,0.0,0.0,0.0,False,True,False,True,3.0,2156.0,1280.0,89.0,0.382833791612999,0.89,0.31131553511141863,0.8
95,Enfermería,Enfermería Técnica,Alas Peruanas,Lambayeque   ,Instituto,Privada,3.0,1280.0,0.0,0.0,NO,0.0,0.0,0.0,False,True,False,True,3.0,1332.0,1280.0,92.0,0.10885192773622748,0.92,0.31131553511141863,0.8
96,Administración de Empresas,Administración,Alas Peruanas - Arequipa,Arequipa     ,Instituto,Privada,3.0,1960.0,90.0,0.0,NO,72.0,80.0,174.0,False,True,False,True,3.0,1985.0,1960.0,80.0,0.3358144800539751,0.8,0.27033231814454495,0.8
97,Contabilidad y Finanzas,Contabilidad,Alas Peruanas - Arequipa,Arequipa     ,Instituto,Privada,3.0,1960.0,94.0,0.0,NO,49.0,52.0,191.0,False,True,False,True,3.0,1729.5,1960.0,80.0,0.25741906734584247,0.8,0.27033231814454495,0.8
98,Ciencias de la Computación,Computación,Alas Peruanas - Arequipa,Arequipa     ,Instituto,Privada,3.0,1960.0,100.0,0.0,NO,27.0,27.0,43.0,False,True,False,True,3.0,2156.0,1960.0,80.0,0.382833791612999,0.8,0.27033231814454495,0.8
99,Odontología,Prótesis Dental,Alas Peruanas - Arequipa,Arequipa     ,Instituto,Privada,3.0,1960.0,70.0,0.0,NO,7.0,10.0,7.0,False,True,False,False,3.0,1245.0,1960.0,70.0,0.07042983463261256,0.7,0.27033231814454495,0.8
100,Contabilidad y Finanzas,Contabilidad Computarizada,Alas Peruanas - Chincha,Ica          ,Instituto,Privada,3.0,,70.0,0.0,SI,7.0,10.0,12.0,False,True,True,False,3.0,1729.5,300.0,70.0,0.25741906734584247,0.7,0.4507085264170695,0.8
101,Ciencias de la Computación,Computación e Informática,Alas Peruanas - Chincha,Ica          ,Instituto,Privada,3.0,,40.0,0.0,SI,10.0,25.0,43.0,False,True,True,False,3.0,2156.0,300.0,40.0,0.382833791612999,0.4,0.4507085264170695,0.8
102,"Administración de Servicios Turísticos, Hotelería y Gastronomía",Administración de Servicios de Hostelería,Alas Peruanas - Ica,Ica          ,Instituto,Privada,3.0,1020.0,0.0,0.0,SI,0.0,0.0,0.0,False,True,False,True,3.0,2087.0,1020.0,88.0,0.36432585784741206,0.88,0.33314995306434747,0.8
