id,career_family,career,institution,location,institution_type,management_type,duration_years,annual_cost,admission_rate,monthly_income,scholarships,admitted,applicants,enrolled,duration_imputed_flag,monthly_income_imputed_flag,annual_cost_imputed_flag,admission_rate_imputed_flag,duration_years_imputed,monthly_income_imputed,annual_cost_imputed,admission_rate_imputed,income_score,admission_score,cost_score,duration_score
521,Educación Secundaria,Educación en Idiomas - Inglés,Carlos Medrano Vásquez,Ica          ,Instituto,Pública,5.0,220.0,0.0,0.0,SI,0.0,0.0,4.0,False,True,False,True,5.0,1748.0,220.0,94.0,0.26347257740347096,0.94,0.480443760956917,0.4
522,Ciencias de la Computación,Computación e Informática,Carlos Medrano Vásquez,Ica          ,Instituto,Pública,3.0,220.0,76.0,0.0,SI,90.0,118.0,177.0,False,True,False,False,3.0,2156.0,220.0,76.0,0.382833791612999,0.76,0.480443760956917,0.8
523,Contabilidad y Finanzas,Contabilidad,Carlos Salazar Romero,Áncash       ,Instituto,Pública,3.0,610.0,52.0,0.0,SI,88.0,167.0,200.0,False,True,False,False,3.0,1729.5,610.0,52.0,0.25741906734584247,0.52,0.3825670263204919,0.8
524,Química,Química Industrial,Carlos Salazar Romero,Áncash       ,Instituto,Pública,3.0,610.0,96.0,0.0,SI,32.0,33.0,95.0,False,True,False,True,3.0,1964.5,610.0,80.0,0.329907791672809,0.8,0.3825670263204919,0.8
525,Ciencias de la Computación,Computación e Informática,Carlos Salazar Romero,Áncash       ,Instituto,Pública,3.0,610.0,74.0,0.0,SI,50.0,67.0,135.0,False,True,False,False,3.0,2156.0,610.0,74.0,0.382833791612999,0.74,0.3825670263204919,0.8
526,Ingeniería Eléctrica,Electrotécnia Industrial,Carlos Salazar Romero,Áncash       ,Instituto,Pública,3.0,610.0,100.0,0.0,SI,30.0,30.0,70.0,False,True,False,True,3.0,3655.0,610.0,80.0,0.6832098359610727,0.8,0.3825670263204919,0.8
527,Ingeniería Electrónica,Electrónica Industrial,Carlos Salazar Romero,Áncash       ,Instituto,Pública,3.0,610.0,100.0,0.0,SI,14.0,14.0,60.0,False,True,False,True,3.0,1819.0,610.0,80.0,0.2861251426487971,0.8,0.3825670263204919,0.8
528,Ingeniería Mecánica,Mecánica Automotriz,Carlos Salazar Romero,Áncash       ,Instituto,Pública,3.0,610.0,100.0,0.0,SI,39.0,39.0,82.0,False,True,False,True,3.0,2135.0,610.0,80.0,0.3772643691945335,0.8,0.3825670263204919,0.8
529,Ingeniería Mecánica,Mecánica de Producción,Carlos Salazar Romero,Áncash       ,Instituto,Pública,3.0,610.0,95.0,0.0,SI,20.0,21.0,65.0,False,True,False,True,3.0,2135.0,610.0,80.0,0.3772643691945335,0.8,0.3825670263204919,0.8
530,Enfermería,Enfermería Técnica,Carlos Salazar Romero,Áncash       ,Instituto,Pública,3.0,600.0,75.0,0.0,SI,50.0,66.0,110.0,False,True,False,False,3.0,1332.0,600.0,75.0,0.10885192773622748,0.75,0.3841552944648121,0.8
531,Música,Música,Carlos Valderrama,La Libertad  ,Instituto,Pública,5.0,0.0,81.0,0.0,SI,18.0,22.0,159.0,False,True,True,True,5.0,1100.0,240.0,80.0,0.0,0.8,0.4721054876915388,0.4
532,"Administración de Servicios Turísticos, Hotelería y Gastronomía",Administración de Empresas Turísticas y Hoteleras,Casa Taller Medio Ambiente Y Desarrollo,Cusco        ,Instituto,Privada,4.0,2660.0,89.0,0.0,SI,70.0,78.0,80.0,False,True,False,True,4.0,2087.0,2660.0,80.0,0.36432585784741206,0.8,0.24095320840716794,0.6
533,"Administración de Servicios Turísticos, Hotelería y Gastronomía",Gastronomía y Arte Culinario,Casa Taller Medio Ambiente Y Desarrollo,Cusco        ,Instituto,Privada,3.0,4200.0,71.0,0.0,SI,15.0,21.0,23.0,False,True,False,False,3.0,2087.0,4200.0,71.0,0.36432585784741206,0.71,0.1970049069529548,0.8
534,Agropecuaria,Administración de Negocios Agropecuarios,Casa Taller Medio Ambiente Y Desarrollo,Cusco        ,Instituto,Privada,3.0,2160.0,93.0,0.0,SI,15.0,16.0,90.0,False,True,False,True,3.0,2366.0,2160.0,80.0,0.4357217993832695,0.8,0.260985156521782,0.8
535,Agropecuaria,Administración Rural,Casa Taller Medio Ambiente Y Desarrollo,Cusco        ,Instituto,Privada,3.0,1200.0,0.0,0.0,SI,0.0,0.0,0.0,False,True,False,True,3.0,2366.0,1200.0,95.5,0.4357217993832695,0.955,0.3175221566556894,0.8
536,Contabilidad y Finanzas,Contabilidad,Castilla,Arequipa     ,Instituto,Pública,3.0,140.0,95.0,0.0,NO,86.0,90.0,160.0,False,True,False,True,3.0,1729.5,140.0,80.0,0.25741906734584247,0.8,0.5236973728396086,0.8
537,Agropecuaria,Producción Agropecuaria,Castilla,Arequipa     ,Instituto,Pública,3.0,140.0,96.0,0.0,SI,31.0,32.0,85.0,False,True,False,True,3.0,2366.0,140.0,80.0,0.4357217993832695,0.8,0.5236973728396086,0.8
538,Enfermería,Enfermería Técnica,Castilla,Arequipa     ,Instituto,Pública,3.0,140.0,93.0,0.0,NO,15.0,16.0,15.0,False,True,False,True,3.0,1332.0,140.0,80.0,0.10885192773622748,0.8,0.5236973728396086,0.8
539,Ciencias de la Computación,Computación e Informática,Castrovirreyna,Huancavelica ,Instituto,Pública,3.0,60.0,91.0,0.0,SI,101.0,110.0,159.0,False,True,False,True,3.0,2156.0,60.0,80.0,0.382833791612999,0.8,0.6043412764402452,0.8
540,"Ingeniería Minera, Metalurgia y Petróleo",Explotación Minera,Castrovirreyna,Huancavelica ,Instituto,Pública,3.0,60.0,100.0,0.0,SI,22.0,22.0,40.0,False,True,False,True,3.0,4982.0,60.0,80.0,0.8594913858551008,0.8,0.6043412764402452,0.8
541,Administración de Empresas,Administración de Empresas,Catalina Buendía De Pecho,Ica          ,Instituto,Pública,3.0,426.0,34.0,0.0,SI,40.0,116.0,202.0,False,True,False,False,3.0,1985.0,426.0,34.0,0.3358144800539751,0.34,0.4170535242065663,0.8
542,Secretariado,Secretariado Ejecutivo,Catalina Buendía De Pecho,Ica          ,Instituto,Pública,3.0,426.0,98.0,0.0,SI,50.0,51.0,211.0,False,True,False,True,3.0,1660.0,426.0,80.0,0.23408437523581382,0.8,0.4170535242065663,0.8
543,Contabilidad y Finanzas,Contabilidad,Catalina Buendía De Pecho,Ica          ,Instituto,Pública,3.0,426.0,50.0,0.0,SI,80.0,158.0,401.0,False,True,False,False,3.0,1729.5,426.0,50.0,0.25741906734584247,0.5,0.4170535242065663,0.8
544,Química,Tecnología de Análisis Químico,Catalina Buendía De Pecho,Ica          ,Instituto,Pública,3.0,426.0,100.0,0.0,SI,32.0,32.0,132.0,False,True,False,True,3.0,1964.5,426.0,80.0,0.329907791672809,0.8,0.4170535242065663,0.8
545,Ingeniería en Industrias Alimentarias,Industrias Alimentarias,Catalina Buendía De Pecho,Ica          ,Instituto,Pública,3.0,426.0,86.0,0.0,SI,40.0,46.0,191.0,False,True,False,True,3.0,2067.0,426.0,80.0,0.35884679732577063,0.8,0.4170535242065663,0.8
546,Ingeniería Eléctrica,Electrotécnia Industrial,Catalina Buendía De Pecho,Ica          ,Instituto,Pública,3.0,426.0,97.0,0.0,SI,38.0,39.0,148.0,False,True,False,True,3.0,3655.0,426.0,80.0,0.6832098359610727,0.8,0.4170535242065663,0.8
547,Ingeniería Electrónica,Electrónica Industrial,Catalina Buendía De Pecho,Ica          ,Instituto,Pública,3.0,426.0,100.0,0.0,SI,29.0,29.0,133.0,False,True,False,True,3.0,1819.0,426.0,80.0,0.2861251426487971,0.8,0.4170535242065663,0.8
548,Ingeniería Electrónica,Sistemas Automáticos Programables,Catalina Buendía De Pecho,Ica          ,Instituto,Pública,3.0,426.0,100.0,0.0,SI,20.0,20.0,51.0,False,True,False,True,3.0,1819.0,426.0,80.0,0.2861251426487971,0.8,0.4170535242065663,0.8
549,Ingeniería Mecánica,Mecánica Automotriz,Catalina Buendía De Pecho,Ica          ,Instituto,Pública,3.0,426.0,91.0,0.0,SI,80.0,87.0,336.0,False,True,False,True,3.0,2135.0,426.0,80.0,0.3772643691945335,0.8,0.4170535242065663,0.8
550,Ingeniería Mecánica,Mecánica de Producción,Catalina Buendía De Pecho,Ica          ,Instituto,Pública,3.0,426.0,100.0,0.0,SI,26.0,26.0,76.0,False,True,False,True,3.0,2135.0,426.0,80.0,0.3772643691945335,0.8,0.4170535242065663,0.8
551,Agropecuaria,Producción Agropecuaria,Catalina Buendía De Pecho,Ica          ,Instituto,Pública,3.0,426.0,42.0,0.0,SI,40.0,95.0,219.0,False,True,False,False,3.0,2366.0,426.0,42.0,0.4357217993832695,0.42,0.4170535242065663,0.8
552,Odontología,Prótesis Dental,Cayetano Heredia,Arequipa     ,Instituto,Privada,3.0,260.0,73.0,0.0,SI,22.0,30.0,12.0,False,True,False,False,3.0,1245.0,260.0,73.0,0.07042983463261256,0.73,0.46443235323488785,0.8
553,Enfermería,Enfermería Técnica,Cayetano Heredia,Arequipa     ,Instituto,Privada,3.0,250.0,42.0,0.0,SI,21.0,50.0,430.0,False,True,False,False,3.0,1332.0,250.0,42.0,0.10885192773622748,0.42,0.4681924745881212,0.8
554,Tecnología Médica,Fisioterapia y Rehabilitación,Cayetano Heredia,Arequipa     ,Instituto,Privada,3.0,1820.0,66.0,0.0,SI,16.0,24.0,34.0,False,True,False,False,3.0,1434.5,1820.0,66.0,0.15102412025454787,0.66,0.27746120281767894,0.8
555,Tecnología Médica,Laboratorio Clínico,Cayetano Heredia,Arequipa     ,Instituto,Privada,3.0,270.0,45.0,0.0,SI,5.0,11.0,6.0,False,True,False,False,3.0,1434.5,270.0,45.0,0.15102412025454787,0.45,0.460813623785297,0.8
556,Farmacia y Bioquímica,Farmacia,Cayetano Heredia,Arequipa     ,Instituto,Privada,3.0,1720.0,0.0,0.0,SI,0.0,0.0,0.0,False,True,False,True,3.0,1272.0,1720.0,94.0,0.08263378738025862,0.94,0.2828972530640794,0.8
557,Ciencias de la Computación,Computación e Informática,Cayetano Heredia,Lambayeque   ,Instituto,Privada,3.0,1450.0,100.0,0.0,SI,26.0,26.0,26.0,False,True,False,True,3.0,2156.0,1450.0,80.0,0.382833791612999,0.8,0.29932202543512465,0.8
558,Enfermería,Enfermería Técnica,Cayetano Heredia,Lambayeque   ,Instituto,Privada,3.0,1525.0,95.0,0.0,SI,211.0,222.0,200.0,False,True,False,True,3.0,1332.0,1525.0,80.0,0.10885192773622748,0.8,0.29447147610855184,0.8
559,Tecnología Médica,Laboratorio Clínico,Cayetano Heredia,Lambayeque   ,Instituto,Privada,3.0,1550.0,96.0,0.0,SI,30.0,31.0,30.0,False,True,False,True,3.0,1434.5,1550.0,80.0,0.15102412025454787,0.8,0.29290746922962163,0.8
560,Farmacia y Bioquímica,Farmacia,Cayetano Heredia,Lambayeque   ,Instituto,Privada,3.0,1525.0,96.0,1305.0,SI,250.0,258.0,246.0,False,False,False,True,3.0,1305.0,1525.0,80.0,0.09720294996811514,0.8,0.29447147610855184,0.8
561,Enfermería,Enfermería Técnica,Cayetano Heredia De Lima,Lima         ,Instituto,Privada,3.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,False,True,True,True,3.0,1332.0,240.0,92.0,0.10885192773622748,0.92,0.4721054876915388,0.8
562,Tecnología Médica,Laboratorio Clínico,Cayetano Heredia De Lima,Lima         ,Instituto,Privada,3.0,330.0,0.0,0.0,SI,0.0,0.0,0.0,False,True,False,True,3.0,1434.5,330.0,92.5,0.15102412025454787,0.925,0.4415642935797206,0.8
563,Farmacia y Bioquímica,Farmacia,Cayetano Heredia De Lima,Lima         ,Instituto,Privada,3.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,False,True,True,True,3.0,1272.0,1470.0,94.0,0.08263378738025862,0.94,0.2980044570780842,0.8
564,Artes,Construcción de Arte en Madera,Ccapac,Cusco        ,Instituto,Privada,3.0,1800.0,66.0,0.0,SI,18.0,27.0,38.0,False,True,False,False,3.0,3082.0,1800.0,66.0,0.5861683699159213,0.66,0.2785241276507955,0.8
565,Educación Inicial,Educación Inicial (Intercultural y Bilingüe),Ccoyllurqui,Apurímac     ,Instituto,Pública,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,True,True,True,True,5.0,1442.0,260.0,76.0,0.15399061989962143,0.76,0.46443235323488785,0.4
566,Educación Primaria,Educación Primaria,Ccoyllurqui,Apurímac     ,Instituto,Pública,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,True,True,True,True,5.0,1955.0,240.0,66.0,0.3271496248900014,0.66,0.4721054876915388,0.4
567,Ingeniería en Industrias Alimentarias,Industrias Alimentarias lácteas,Cefop Cajamarca,Cajamarca    ,Instituto,Pública,3.0,100.0,95.0,0.0,NO,76.0,80.0,180.0,False,True,False,True,3.0,2067.0,100.0,80.0,0.35884679732577063,0.8,0.5558091167229097,0.8
568,"Administración de Servicios Turísticos, Hotelería y Gastronomía",Administración de Hoteles y Restaurantes,Cefop La Libertad,La Libertad  ,Instituto,Pública,3.0,100.0,90.0,0.0,NO,27.0,30.0,61.0,False,True,False,True,3.0,2087.0,100.0,80.0,0.36432585784741206,0.8,0.5558091167229097,0.8
569,Idiomas,Traducción de Idiomas,Celendín,Cajamarca    ,Instituto,Privada,3.0,1300.0,82.0,0.0,SI,28.0,34.0,64.0,False,True,False,True,3.0,2005.0,1300.0,80.0,0.34151863593267445,0.8,0.30982446167363253,0.8
570,Administración de Empresas,Administración de Empresas,Celendín,Cajamarca    ,Instituto,Privada,3.0,1100.0,80.0,0.0,SI,25.0,31.0,131.0,False,True,False,False,3.0,1985.0,1100.0,80.0,0.3358144800539751,0.8,0.3258894438643861,0.8
571,Contabilidad y Finanzas,Contabilidad,Celendín,Cajamarca    ,Instituto,Privada,3.0,1100.0,80.0,0.0,SI,25.0,31.0,110.0,False,True,False,False,3.0,1729.5,1100.0,80.0,0.25741906734584247,0.8,0.3258894438643861,0.8
572,Ciencias de la Computación,Computación e Informática,Celendín,Cajamarca    ,Instituto,Privada,3.0,1100.0,100.0,0.0,SI,47.0,47.0,196.0,False,True,False,True,3.0,2156.0,1100.0,80.0,0.382833791612999,0.8,0.3258894438643861,0.8
573,Ingeniería Mecánica,Mantenimiento de Maquinaria Pesada,Cenfomin - Centro de Formación en Minería,Cajamarca    ,Instituto,Privada,3.0,470.0,100.0,0.0,SI,30.0,30.0,178.0,False,True,False,True,3.0,2135.0,470.0,80.0,0.3772643691945335,0.8,0.4076142013518871,0.8
574,Ingeniería Mecánica,Mecánica Automotriz,Cenfomin - Centro de Formación en Minería,Cajamarca    ,Instituto,Privada,3.0,530.0,66.0,0.0,SI,8.0,12.0,198.0,False,True,False,False,3.0,2135.0,530.0,66.0,0.3772643691945335,0.66,0.3960738242049975,0.8
575,"Ingeniería Minera, Metalurgia y Petróleo",Explotación Minera,Cenfomin - Centro de Formación en Minería,Cajamarca    ,Instituto,Privada,3.0,430.0,0.0,0.0,SI,0.0,0.0,62.0,False,True,False,True,3.0,4982.0,430.0,81.0,0.8594913858551008,0.81,0.4161561110344095,0.8
576,"Ingeniería Minera, Metalurgia y Petróleo",Geología de Minas,Cenfomin - Centro de Formación en Minería,Cajamarca    ,Instituto,Privada,3.0,530.0,88.0,0.0,SI,15.0,17.0,322.0,False,True,False,True,3.0,4982.0,530.0,80.0,0.8594913858551008,0.8,0.3960738242049975,0.8
577,"Ingeniería Minera, Metalurgia y Petróleo",Metalurgia,Cenfomin - Centro de Formación en Minería,Cajamarca    ,Instituto,Privada,3.0,370.0,0.0,0.0,SI,0.0,0.0,0.0,False,True,False,True,3.0,4982.0,370.0,81.0,0.8594913858551008,0.81,0.4305840962883507,0.8
578,Ingeniería Civil,Topografía Superficial y Minera,Cenfomin - Centro de Formación en Minería,Cajamarca    ,Instituto,Privada,3.0,430.0,0.0,0.0,SI,0.0,0.0,198.0,False,True,False,True,3.0,2510.0,430.0,75.0,0.4693416041492302,0.75,0.4161561110344095,0.8
579,Servicio de Transporte,Transportes Terrestres y Operación de Equipos Pesados,Cenfomin - Centro de Formación en Minería,Cajamarca    ,Instituto,Privada,2.0,740.0,100.0,0.0,SI,31.0,31.0,1030.0,False,True,False,True,2.0,1100.0,740.0,80.0,0.0,0.8,0.3640006531281679,1.0
580,"Administración de Servicios Turísticos, Hotelería y Gastronomía",Administración Turística,Cenfotur-Centro de Formación en Turismo,Lima         ,Instituto,Pública,3.0,6350.0,84.0,2346.0,SI,38.0,45.0,123.0,False,False,False,True,3.0,2346.0,6350.0,80.0,0.43089130800104253,0.8,0.1572270699119589,0.8
581,"Administración de Servicios Turísticos, Hotelería y Gastronomía",Administración Hotelera,Cenfotur-Centro de Formación en Turismo,Lima         ,Instituto,Pública,3.0,6700.0,93.0,2346.0,SI,62.0,66.0,211.0,False,False,False,True,3.0,2346.0,6700.0,80.0,0.43089130800104253,0.8,0.15206395607856849,0.8
582,"Administración de Servicios Turísticos, Hotelería y Gastronomía",Cocina,Cenfotur-Centro de Formación en Turismo,Lima         ,Instituto,Pública,2.0,8155.0,96.0,2346.0,SI,25.0,26.0,50.0,False,False,False,True,2.0,2346.0,8155.0,80.0,0.43089130800104253,0.8,0.13315172770642192,1.0
583,Turismo,Guía Oficial de Turismo,Cenfotur-Centro de Formación en Turismo,Lima         ,Instituto,Pública,3.0,6350.0,92.0,0.0,SI,24.0,26.0,53.0,False,True,False,True,3.0,1672.5,6350.0,80.0,0.23835242637002974,0.8,0.1572270699119589,0.8
584,Educación Primaria,Educación Primaria (Intercultural y Bilingüe),Cenit Galeaza,Puno         ,Instituto,Privada,5.0,,100.0,0.0,NO,12.0,12.0,45.0,False,True,True,True,5.0,1955.0,240.0,80.0,0.3271496248900014,0.8,0.4721054876915388,0.4
585,Educación Secundaria,Educación en Idiomas - Inglés,Cenit Galeaza,Puno         ,Instituto,Privada,5.0,,100.0,0.0,NO,5.0,5.0,80.0,False,True,True,True,5.0,1748.0,240.0,80.0,0.26347257740347096,0.8,0.4721054876915388,0.4
586,Educación Secundaria,Educación para el Trabajo,Cenit Galeaza,Puno         ,Instituto,Privada,5.0,,83.0,0.0,NO,15.0,18.0,30.0,False,True,True,True,5.0,1748.0,240.0,80.0,0.26347257740347096,0.8,0.4721054876915388,0.4
587,Ciencias de la Computación,Computación e Informática,Cenit Galeaza,Puno         ,Instituto,Privada,5.0,260.0,100.0,0.0,NO,19.0,19.0,43.0,False,True,False,True,5.0,2156.0,260.0,80.0,0.382833791612999,0.8,0.46443235323488785,0.4
588,Arquitectura y Urbanismo,Arquitectura de Interiores,Cenit Galeaza,Puno         ,Instituto,Privada,4.0,,0.0,0.0,NO,0.0,0.0,0.0,False,True,True,True,4.0,3499.0,8900.0,88.0,0.6583858586120624,0.88,0.12473881063772874,0.6
589,Ingeniería Textil y Confecciones,Diseño de Modas,Centro de Altos Estudios De La Moda - CEAM,Lima         ,Instituto,Privada,3.0,12750.0,100.0,0.0,SI,212.0,212.0,844.0,False,True,False,True,3.0,2138.0,12750.0,80.0,0.37806334475540443,0.8,0.09014325312029037,0.8
590,Ingeniería Textil y Confecciones,Gestión Textil,Centro de Altos Estudios De La Moda - CEAM,Lima         ,Instituto,Privada,3.0,11300.0,100.0,0.0,SI,17.0,17.0,17.0,False,True,False,True,3.0,2138.0,11300.0,80.0,0.37806334475540443,0.8,0.10176202866131034,0.8
591,Turismo,Guía Oficial de Caminata,Centro De Estudios De Alta Montaña,Áncash       ,Instituto,Privada,3.0,1600.0,0.0,0.0,NO,0.0,0.0,0.0,False,True,False,True,3.0,1672.5,1600.0,85.0,0.23835242637002974,0.85,0.28985369576513775,0.8
592,Turismo,Guía Oficial de Montaña,Centro De Estudios De Alta Montaña,Áncash       ,Instituto,Privada,3.0,1600.0,0.0,0.0,NO,0.0,0.0,34.0,False,True,False,True,3.0,1672.5,1600.0,85.0,0.23835242637002974,0.85,0.28985369576513775,0.8
593,Zootecnia,Zootecnia,Centro de Formación Agrícola - Moquegua,Moquegua     ,Instituto,Pública,3.0,200.0,0.0,0.0,NO,0.0,0.0,18.0,False,True,False,True,3.0,2530.0,200.0,100.0,0.47385785150692056,1.0,0.48957352623788175,0.8
594,Ingeniería en Agroindustria,Viticultura y Enología,Centro de Formación Agrícola - Moquegua,Moquegua     ,Instituto,Pública,3.0,200.0,0.0,0.0,NO,0.0,0.0,18.0,False,True,False,True,3.0,2284.0,200.0,41.0,0.4156508729140173,0.41,0.48957352623788175,0.8
595,Agropecuaria,Fruticultura,Centro de Formación Agrícola - Moquegua,Moquegua     ,Instituto,Pública,3.0,200.0,0.0,0.0,NO,0.0,0.0,18.0,False,True,False,True,3.0,2366.0,200.0,95.5,0.4357217993832695,0.955,0.48957352623788175,0.8
596,Ingeniería en Agroindustria,Olivicultura y Elaiotecnia,Centro de Formacion AgrÍcola - Tacna,Tacna        ,Instituto,Privada,2.0,1100.0,0.0,0.0,NO,0.0,0.0,0.0,False,True,False,True,2.0,2284.0,1100.0,41.0,0.4156508729140173,0.41,0.3258894438643861,1.0
597,Ingeniería en Agroindustria,Viticultura y Enología,Centro de Formacion AgrÍcola - Tacna,Tacna        ,Instituto,Privada,2.0,1100.0,0.0,0.0,NO,0.0,0.0,0.0,False,True,False,True,2.0,2284.0,1100.0,41.0,0.4156508729140173,0.41,0.3258894438643861,1.0
598,Agropecuaria,Jardinería y Paisajismo,Centro de Formacion AgrÍcola - Tacna,Tacna        ,Instituto,Privada,2.0,1100.0,0.0,0.0,NO,0.0,0.0,0.0,False,True,False,True,2.0,2366.0,1100.0,95.5,0.4357217993832695,0.955,0.3258894438643861,1.0
599,Agropecuaria,Administración de Negocios Agropecuarios,Centro De Formación Profesional Binacional,Piura        ,Instituto,Pública,3.0,205.0,76.0,0.0,SI,23.0,30.0,65.0,False,True,False,False,3.0,2366.0,205.0,76.0,0.4357217993832695,0.76,0.4872086194131765,0.8
600,Agropecuaria,Producción Agropecuaria,Centro De Formación Profesional Binacional,Piura        ,Instituto,Pública,3.0,205.0,94.0,0.0,SI,34.0,36.0,88.0,False,True,False,True,3.0,2366.0,205.0,80.0,0.4357217993832695,0.8,0.4872086194131765,0.8
601,Secretariado,Secretariado Ejecutivo,Centro de Investigación para el Desarrollo Tecnológico - CIDET,Lima         ,Instituto,Privada,3.0,1820.0,96.0,0.0,SI,26.0,27.0,27.0,False,True,False,True,3.0,1660.0,1820.0,80.0,0.23408437523581382,0.8,0.27746120281767894,0.8
602,Contabilidad y Finanzas,Contabilidad,Centro de Investigación para el Desarrollo Tecnológico - CIDET,Lima         ,Instituto,Privada,3.0,1720.0,100.0,0.0,SI,22.0,22.0,23.0,False,True,False,True,3.0,1729.5,1720.0,80.0,0.25741906734584247,0.8,0.2828972530640794,0.8
603,Ciencias de la Computación,Computación e Informática,Centro de Investigación para el Desarrollo Tecnológico - CIDET,Lima         ,Instituto,Privada,3.0,1970.0,85.0,0.0,SI,18.0,21.0,18.0,False,True,False,True,3.0,2156.0,1970.0,80.0,0.382833791612999,0.8,0.26984276029648036,0.8
604,Enfermería,Enfermería Técnica,Centro de Investigación y Capacitación Tecnológica - CICAT,Lima         ,Instituto,Privada,3.0,1550.0,66.0,0.0,SI,20.0,30.0,90.0,False,True,False,False,3.0,1332.0,1550.0,66.0,0.10885192773622748,0.66,0.29290746922962163,0.8
605,Diseño,Diseño Gráfico,Centro de la Imagen,Lima         ,Instituto,Privada,3.0,,0.0,0.0,SI,0.0,0.0,0.0,False,True,True,True,3.0,2707.0,2800.0,91.0,0.5123381539792166,0.91,0.23601819809406976,0.8
606,Operadores de Imagen y Sonido,Fotografía,Centro de la Imagen,Lima         ,Instituto,Privada,3.0,,86.0,0.0,SI,69.0,80.0,47.0,False,True,True,True,3.0,1100.0,720.0,80.0,0.0,0.8,0.36663411058244055,0.8
607,Psicología,Psicoterapia Psicoanalítica,Centro de Psicoterapia Psicoanalitica de Lima,Lima         ,Instituto,Privada,4.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,False,True,True,True,4.0,2206.0,4800.0,75.0,0.39587904608783103,0.75,0.18415579282859496,0.6
608,Administración de Empresas,Administración Bancaria por Competencias,Centro Peruano de Estudios Bancarios - CEPEBAN,Lima         ,Instituto,Privada,3.0,4700.0,100.0,1985.0,SI,337.0,337.0,1469.0,False,False,False,True,3.0,1985.0,4700.0,80.0,0.3358144800539751,0.8,0.18618169093390136,0.8
609,Administración de Empresas,Administración de Empresas,Centro Peruano de Estudios Bancarios - CEPEBAN,Lima         ,Instituto,Privada,3.0,4700.0,100.0,1985.0,SI,21.0,21.0,21.0,False,False,False,True,3.0,1985.0,4700.0,80.0,0.3358144800539751,0.8,0.18618169093390136,0.8
610,Negocios Internacionales,Administración de Negocios Internacionales,Centro Peruano de Estudios Bancarios - CEPEBAN,Lima         ,Instituto,Privada,3.0,4700.0,0.0,0.0,SI,0.0,0.0,0.0,False,True,False,True,3.0,2001.0,4700.0,92.5,0.3403823681029873,0.925,0.18618169093390136,0.8
611,Contabilidad y Finanzas,Contabilidad y Finanzas,Centro Peruano de Estudios Bancarios - CEPEBAN,Lima         ,Instituto,Privada,3.0,4700.0,100.0,0.0,SI,277.0,277.0,545.0,False,True,False,True,3.0,1729.5,4700.0,80.0,0.25741906734584247,0.8,0.18618169093390136,0.8
612,Ciencias de la Comunicación,Ciencias de la Comunicación,Cepea,Lima         ,Instituto,Privada,3.0,3600.0,100.0,0.0,SI,124.0,124.0,298.0,False,True,False,True,3.0,2421.0,3600.0,80.0,0.4487981102297418,0.8,0.2118376083533744,0.8
613,Administración de Empresas,Administración de Empresas,Cepea,Lima         ,Instituto,Privada,3.0,2600.0,100.0,2001.0,SI,253.0,253.0,533.0,False,False,False,True,3.0,2001.0,2600.0,80.0,0.3403823681029873,0.8,0.2431482149520673,0.8
614,"Administración de Servicios Turísticos, Hotelería y Gastronomía",Administración de Servicios de Hostelería,Cepea,Lima         ,Instituto,Privada,3.0,3900.0,100.0,0.0,SI,84.0,84.0,182.0,False,True,False,True,3.0,2087.0,3900.0,80.0,0.36432585784741206,0.8,0.2041358046479499,0.8
615,Secretariado,Secretariado Ejecutivo,Cepea,Lima         ,Instituto,Privada,3.0,1900.0,100.0,0.0,SI,40.0,40.0,77.0,False,True,False,True,3.0,1660.0,1900.0,80.0,0.23408437523581382,0.8,0.27332313979594725,0.8
616,Contabilidad y Finanzas,Contabilidad,Cepea,Lima         ,Instituto,Privada,3.0,2600.0,100.0,1539.0,SI,110.0,110.0,219.0,False,False,False,True,3.0,1539.0,2600.0,80.0,0.1910262649295305,0.8,0.2431482149520673,0.8
617,Ciencias de la Computación,Computación e Informática,Cepea,Lima         ,Instituto,Privada,3.0,2700.0,100.0,0.0,SI,80.0,80.0,140.0,False,True,False,True,3.0,2156.0,2700.0,80.0,0.382833791612999,0.8,0.23951719720443876,0.8
618,Ingeniería Electrónica,Electrónica Industrial,Cepea,Lima         ,Instituto,Privada,3.0,2100.0,100.0,0.0,SI,23.0,23.0,47.0,False,True,False,True,3.0,1819.0,2100.0,80.0,0.2861251426487971,0.8,0.26369524261678723,0.8
619,Enfermería,Enfermería Técnica,Cepea,Lima         ,Instituto,Privada,3.0,1900.0,100.0,0.0,SI,19.0,19.0,29.0,False,True,False,True,3.0,1332.0,1900.0,80.0,0.10885192773622748,0.8,0.27332313979594725,0.8
620,Turismo,Guía Oficial de Turismo,Cepea,Lima         ,Instituto,Privada,3.0,3600.0,100.0,0.0,SI,55.0,55.0,145.0,False,True,False,True,3.0,1672.5,3600.0,80.0,0.23835242637002974,0.8,0.2118376083533744,0.8
