id,career_family,career,institution,location,institution_type,management_type,duration_years,annual_cost,admission_rate,monthly_income,scholarships,admitted,applicants,enrolled,duration_imputed_flag,monthly_income_imputed_flag,annual_cost_imputed_flag,admission_rate_imputed_flag,duration_years_imputed,monthly_income_imputed,annual_cost_imputed,admission_rate_imputed,income_score,admission_score,cost_score,duration_score
3984,Enfermería,Enfermería,Universidad Católica de Santa María,Arequipa     ,Universidad,Privada,5.0,,67.0,2041.0,SI,82.0,121.0,307.0,False,False,True,False,5.0,2041.0,196.5,67.0,0.17832101572863368,0.0027280130293159607,0.9939594220719336,0.9433962264150944
3985,Farmacia y Bioquímica,Farmacia y Bioquímica,Universidad Católica de Santa María,Arequipa     ,Universidad,Privada,55.0,,72.0,2416.0,SI,93.0,129.0,323.0,False,False,True,False,55.0,2416.0,144.0,72.0,0.249384119765018,0.0029315960912052116,0.9955733169382108,0.0
3986,Educación Inicial,Educación Inicial,Universidad Católica de Trujillo Benedicto XVI,La Libertad  ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,True,True,True,True,5.0,1442.0,135.0,80.0,0.0648095508811825,0.003257328990228013,0.9958499846295727,0.9433962264150944
3987,Educación Primaria,Educación Primaria,Universidad Católica de Trujillo Benedicto XVI,La Libertad  ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,True,True,True,True,5.0,1507.0,161.0,88.5,0.07712715558082243,0.0036034201954397395,0.995050722410083,0.9433962264150944
3988,Educación Secundaria,Educación Secundaria,Universidad Católica de Trujillo Benedicto XVI,La Libertad  ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,True,True,True,True,5.0,1748.0,120.0,90.0,0.12279704377487209,0.0036644951140065146,0.9963110974485091,0.9433962264150944
3989,Educación Secundaria,Educación Secundaria - Ciencias Sociales,Universidad Católica de Trujillo Benedicto XVI,La Libertad  ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,True,True,True,True,5.0,1748.0,120.0,90.0,0.12279704377487209,0.0036644951140065146,0.9963110974485091,0.9433962264150944
3990,Educación Secundaria,Educación Secundaria - Computación e Informática,Universidad Católica de Trujillo Benedicto XVI,La Libertad  ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,True,True,True,True,5.0,1748.0,120.0,90.0,0.12279704377487209,0.0036644951140065146,0.9963110974485091,0.9433962264150944
3991,Educación Secundaria,Educación Secundaria - Lengua y Literatura,Universidad Católica de Trujillo Benedicto XVI,La Libertad  ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,True,True,True,True,5.0,1748.0,120.0,90.0,0.12279704377487209,0.0036644951140065146,0.9963110974485091,0.9433962264150944
3992,Educación Secundaria,Educación Secundaria - Matemática y Física,Universidad Católica de Trujillo Benedicto XVI,La Libertad  ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,True,True,True,True,5.0,1748.0,120.0,90.0,0.12279704377487209,0.0036644951140065146,0.9963110974485091,0.9433962264150944
3993,Otras Carreras de Educación,Otras Carreras de Educación,Universidad Católica de Trujillo Benedicto XVI,La Libertad  ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,True,True,True,True,5.0,1589.0,135.0,74.0,0.09266628766344515,0.003013029315960912,0.9958499846295727,0.9433962264150944
3994,Teología y Filosofía,Teología,Universidad Católica de Trujillo Benedicto XVI,La Libertad  ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,True,True,True,True,5.0,2803.0,3500.0,94.0,0.3227212431305666,0.003827361563517915,0.8924070089148478,0.9433962264150944
3995,Psicología,Psicología,Universidad Católica de Trujillo Benedicto XVI,La Libertad  ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,True,True,True,True,5.0,2206.0,4800.0,75.0,0.2095887815046428,0.0030537459283387623,0.8524438979403628,0.9433962264150944
3996,Ciencias de la Comunicación,Ciencias de la Comunicación,Universidad Católica de Trujillo Benedicto XVI,La Libertad  ,Universidad,Privada,5.0,,0.0,0.0,NO,0.0,0.0,0.0,False,True,True,True,5.0,2327.0,178.0,52.0,0.23251847640704945,0.0021172638436482085,0.9945281278819551,0.9433962264150944
3997,Administración de Empresas,Administración,Universidad Católica de Trujillo Benedicto XVI,La Libertad  ,Universidad,Privada,0.0,0.0,0.0,1675.0,NO,0.0,0.0,0.0,True,False,True,True,5.0,1675.0,4260.0,70.0,0.10896342618912261,0.0028501628664495114,0.8690439594220719,0.9433962264150944
3998,"Administración de Servicios Turísticos, Hotelería y Gastronomía",Administración Turística,Universidad Católica de Trujillo Benedicto XVI,La Libertad  ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,True,True,True,True,5.0,2008.0,153.0,78.5,0.17206746257343186,0.0031962540716612376,0.995296649246849,0.9433962264150944
3999,Contabilidad y Finanzas,Contabilidad,Universidad Católica de Trujillo Benedicto XVI,La Libertad  ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,True,True,True,True,5.0,2254.0,223.5,71.0,0.21868485882129998,0.0028908794788273617,0.9931294189978481,0.9433962264150944
4000,Derecho,Derecho,Universidad Católica de Trujillo Benedicto XVI,La Libertad  ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,True,True,True,True,6.0,2354.0,232.0,64.0,0.23763501989766914,0.0026058631921824105,0.9928681217337842,0.9245283018867925
4001,Ingeniería Industrial,Ingeniería Industrial,Universidad Católica de Trujillo Benedicto XVI,La Libertad  ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,True,True,True,True,5.0,2947.0,177.0,67.0,0.3500094750805382,0.0027280130293159607,0.9945588687365509,0.9433962264150944
4002,Ingeniería Mecánica,Ingeniería Mecánica Eléctrica,Universidad Católica de Trujillo Benedicto XVI,La Libertad  ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,True,True,True,True,5.0,3174.0,120.0,34.5,0.39302634072389614,0.0014047231270358307,0.9963110974485091,0.9433962264150944
4003,"Ingeniería Minera, Metalurgia y Petróleo",Ingeniería de Minas,Universidad Católica de Trujillo Benedicto XVI,La Libertad  ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,True,True,True,True,5.0,3628.5,110.0,19.0,0.4791548228159939,0.000773615635179153,0.9966185059944667,0.9433962264150944
4004,Ingeniería Civil,Ingeniería Civil,Universidad Católica de Trujillo Benedicto XVI,La Libertad  ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,True,True,True,True,5.0,3240.0,156.0,38.5,0.4055334470342998,0.0015675895765472313,0.9952044266830617,0.9433962264150944
4005,Ecología y Medio Ambiente,Ingeniería Ambiental,Universidad Católica de Trujillo Benedicto XVI,La Libertad  ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,True,True,True,True,5.0,2576.0,149.0,47.0,0.27970437748720867,0.0019136807817589576,0.995419612665232,0.9433962264150944
4006,Educación Inicial,Educación Inicial,Universidad Católica Los Ángeles de Chimbote,Áncash       ,Universidad,Privada,5.0,,91.0,0.0,SI,1064.0,1157.0,2908.0,False,True,True,False,5.0,1442.0,135.0,91.0,0.0648095508811825,0.003705211726384365,0.9958499846295727,0.9433962264150944
4007,Educación Primaria,Educación Primaria,Universidad Católica Los Ángeles de Chimbote,Áncash       ,Universidad,Privada,5.0,,90.0,0.0,NO,262.0,288.0,830.0,False,True,True,False,5.0,1507.0,161.0,90.0,0.07712715558082243,0.0036644951140065146,0.995050722410083,0.9433962264150944
4008,Psicología,Psicología,Universidad Católica Los Ángeles de Chimbote,Áncash       ,Universidad,Privada,5.0,,100.0,1856.0,SI,1547.0,1547.0,3527.0,False,False,True,False,5.0,1856.0,4800.0,100.0,0.14326321773735076,0.004071661237785016,0.8524438979403628,0.9433962264150944
4009,Administración de Empresas,Administración,Universidad Católica Los Ángeles de Chimbote,Áncash       ,Universidad,Privada,5.0,,89.0,2165.0,SI,2409.0,2700.0,8289.0,False,False,True,False,5.0,2165.0,4260.0,89.0,0.20181921546333143,0.0036237785016286646,0.8690439594220719,0.9433962264150944
4010,"Administración de Servicios Turísticos, Hotelería y Gastronomía",Administración Turística,Universidad Católica Los Ángeles de Chimbote,Áncash       ,Universidad,Privada,5.0,,80.0,2095.0,SI,58.0,72.0,207.0,False,False,True,False,5.0,2095.0,153.0,80.0,0.18855410270987302,0.003257328990228013,0.995296649246849,0.9433962264150944
4011,Contabilidad y Finanzas,Contabilidad,Universidad Católica Los Ángeles de Chimbote,Áncash       ,Universidad,Privada,5.0,,90.0,1888.0,SI,2765.0,3061.0,9715.0,False,False,True,False,5.0,1888.0,223.5,90.0,0.14932726928178888,0.0036644951140065146,0.9931294189978481,0.9433962264150944
4012,Derecho,Derecho,Universidad Católica Los Ángeles de Chimbote,Áncash       ,Universidad,Privada,6.0,,87.0,2189.0,SI,2635.0,2996.0,11203.0,False,False,True,False,6.0,2189.0,232.0,87.0,0.20636725412166004,0.0035423452768729644,0.9928681217337842,0.9245283018867925
4013,Ingeniería de Sistemas y Cómputo,Ingeniería de Sistemas,Universidad Católica Los Ángeles de Chimbote,Áncash       ,Universidad,Privada,5.0,,90.0,2325.0,SI,403.0,447.0,1656.0,False,False,True,False,5.0,2325.0,200.0,90.0,0.23213947318552208,0.0036644951140065146,0.9938518290808485,0.9433962264150944
4014,Ingeniería Civil,Ingeniería Civil,Universidad Católica Los Ángeles de Chimbote,Áncash       ,Universidad,Privada,5.0,,88.0,2923.0,SI,1216.0,1376.0,4251.0,False,False,True,False,5.0,2923.0,156.0,88.0,0.3454614364222096,0.0035830618892508143,0.9952044266830617,0.9433962264150944
4015,Odontología,Odontología,Universidad Católica Los Ángeles de Chimbote,Áncash       ,Universidad,Privada,5.0,,92.0,0.0,SI,220.0,239.0,1330.0,False,True,True,False,5.0,1792.0,4340.0,92.0,0.13113511464847452,0.003745928338762215,0.8665846910544113,0.9433962264150944
4016,Enfermería,Enfermería,Universidad Católica Los Ángeles de Chimbote,Áncash       ,Universidad,Privada,5.0,,93.0,1936.0,SI,502.0,538.0,1802.0,False,False,True,False,5.0,1936.0,196.5,93.0,0.1584233465984461,0.003786644951140065,0.9939594220719336,0.9433962264150944
4017,Farmacia y Bioquímica,Farmacia y Bioquímica,Universidad Católica Los Ángeles de Chimbote,Áncash       ,Universidad,Privada,5.0,,92.0,2803.0,SI,248.0,268.0,1175.0,False,False,True,False,5.0,2803.0,144.0,92.0,0.3227212431305666,0.003745928338762215,0.9955733169382108,0.9433962264150944
4018,Obstetricia,Obstetricia,Universidad Católica Los Ángeles de Chimbote,Áncash       ,Universidad,Privada,5.0,,93.0,2000.0,SI,349.0,375.0,1354.0,False,False,True,False,5.0,2000.0,1278.0,93.0,0.17055144968732233,0.003786644951140065,0.9607131878266216,0.9433962264150944
4019,Educación Inicial,Educación Inicial,Universidad Católica Los Ángeles de Chimbote,Ayacucho     ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,True,True,True,True,5.0,1442.0,135.0,80.0,0.0648095508811825,0.003257328990228013,0.9958499846295727,0.9433962264150944
4020,Educación Primaria,Educación Primaria,Universidad Católica Los Ángeles de Chimbote,Ayacucho     ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,True,True,True,True,5.0,1507.0,161.0,88.5,0.07712715558082243,0.0036034201954397395,0.995050722410083,0.9433962264150944
4021,Psicología,Psicología,Universidad Católica Los Ángeles de Chimbote,Ayacucho     ,Universidad,Privada,0.0,0.0,0.0,1856.0,NO,0.0,0.0,0.0,True,False,True,True,5.0,1856.0,4800.0,75.0,0.14326321773735076,0.0030537459283387623,0.8524438979403628,0.9433962264150944
4022,Administración de Empresas,Administración,Universidad Católica Los Ángeles de Chimbote,Ayacucho     ,Universidad,Privada,0.0,0.0,0.0,2165.0,NO,0.0,0.0,0.0,True,False,True,True,5.0,2165.0,4260.0,70.0,0.20181921546333143,0.0028501628664495114,0.8690439594220719,0.9433962264150944
4023,"Administración de Servicios Turísticos, Hotelería y Gastronomía",Administración Turística,Universidad Católica Los Ángeles de Chimbote,Ayacucho     ,Universidad,Privada,0.0,0.0,0.0,2095.0,NO,0.0,0.0,0.0,True,False,True,True,5.0,2095.0,153.0,78.5,0.18855410270987302,0.0031962540716612376,0.995296649246849,0.9433962264150944
4024,Contabilidad y Finanzas,Contabilidad,Universidad Católica Los Ángeles de Chimbote,Ayacucho     ,Universidad,Privada,0.0,0.0,0.0,1888.0,NO,0.0,0.0,0.0,True,False,True,True,5.0,1888.0,223.5,71.0,0.14932726928178888,0.0028908794788273617,0.9931294189978481,0.9433962264150944
4025,Derecho,Derecho,Universidad Católica Los Ángeles de Chimbote,Ayacucho     ,Universidad,Privada,0.0,0.0,0.0,2189.0,NO,0.0,0.0,0.0,True,False,True,True,6.0,2189.0,232.0,64.0,0.20636725412166004,0.0026058631921824105,0.9928681217337842,0.9245283018867925
4026,Ingeniería Civil,Ingeniería Civil,Universidad Católica Los Ángeles de Chimbote,Ayacucho     ,Universidad,Privada,0.0,0.0,0.0,2923.0,NO,0.0,0.0,0.0,True,False,True,True,5.0,2923.0,156.0,38.5,0.3454614364222096,0.0015675895765472313,0.9952044266830617,0.9433962264150944
4027,Educación Inicial,Educación Inicial,Universidad Católica Los Ángeles de Chimbote,Huánuco      ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,True,True,True,True,5.0,1442.0,135.0,80.0,0.0648095508811825,0.003257328990228013,0.9958499846295727,0.9433962264150944
4028,Educación Primaria,Educación Primaria,Universidad Católica Los Ángeles de Chimbote,Huánuco      ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,True,True,True,True,5.0,1507.0,161.0,88.5,0.07712715558082243,0.0036034201954397395,0.995050722410083,0.9433962264150944
4029,Administración de Empresas,Administración,Universidad Católica Los Ángeles de Chimbote,Huánuco      ,Universidad,Privada,0.0,0.0,0.0,2165.0,NO,0.0,0.0,0.0,True,False,True,True,5.0,2165.0,4260.0,70.0,0.20181921546333143,0.0028501628664495114,0.8690439594220719,0.9433962264150944
4030,Contabilidad y Finanzas,Contabilidad,Universidad Católica Los Ángeles de Chimbote,Huánuco      ,Universidad,Privada,0.0,0.0,0.0,1888.0,NO,0.0,0.0,0.0,True,False,True,True,5.0,1888.0,223.5,71.0,0.14932726928178888,0.0028908794788273617,0.9931294189978481,0.9433962264150944
4031,Derecho,Derecho,Universidad Católica Los Ángeles de Chimbote,Huánuco      ,Universidad,Privada,0.0,0.0,0.0,2189.0,NO,0.0,0.0,0.0,True,False,True,True,6.0,2189.0,232.0,64.0,0.20636725412166004,0.0026058631921824105,0.9928681217337842,0.9245283018867925
4032,Educación Inicial,Educación Inicial,Universidad Católica Los Ángeles de Chimbote,Junín        ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,True,True,True,True,5.0,1442.0,135.0,80.0,0.0648095508811825,0.003257328990228013,0.9958499846295727,0.9433962264150944
4033,Educación Primaria,Educación Primaria,Universidad Católica Los Ángeles de Chimbote,Junín        ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,True,True,True,True,5.0,1507.0,161.0,88.5,0.07712715558082243,0.0036034201954397395,0.995050722410083,0.9433962264150944
4034,Psicología,Psicología,Universidad Católica Los Ángeles de Chimbote,Junín        ,Universidad,Privada,0.0,0.0,0.0,1856.0,NO,0.0,0.0,0.0,True,False,True,True,5.0,1856.0,4800.0,75.0,0.14326321773735076,0.0030537459283387623,0.8524438979403628,0.9433962264150944
4035,Administración de Empresas,Administración,Universidad Católica Los Ángeles de Chimbote,Junín        ,Universidad,Privada,0.0,0.0,0.0,2165.0,NO,0.0,0.0,0.0,True,False,True,True,5.0,2165.0,4260.0,70.0,0.20181921546333143,0.0028501628664495114,0.8690439594220719,0.9433962264150944
4036,Contabilidad y Finanzas,Contabilidad,Universidad Católica Los Ángeles de Chimbote,Junín        ,Universidad,Privada,0.0,0.0,0.0,1888.0,NO,0.0,0.0,0.0,True,False,True,True,5.0,1888.0,223.5,71.0,0.14932726928178888,0.0028908794788273617,0.9931294189978481,0.9433962264150944
4037,Derecho,Derecho,Universidad Católica Los Ángeles de Chimbote,Junín        ,Universidad,Privada,0.0,0.0,0.0,2189.0,NO,0.0,0.0,0.0,True,False,True,True,6.0,2189.0,232.0,64.0,0.20636725412166004,0.0026058631921824105,0.9928681217337842,0.9245283018867925
4038,Ingeniería de Sistemas y Cómputo,Ingeniería de Sistemas,Universidad Católica Los Ángeles de Chimbote,Junín        ,Universidad,Privada,0.0,0.0,0.0,2325.0,NO,0.0,0.0,0.0,True,False,True,True,5.0,2325.0,200.0,72.0,0.23213947318552208,0.0029315960912052116,0.9938518290808485,0.9433962264150944
4039,Ingeniería Civil,Ingeniería Civil,Universidad Católica Los Ángeles de Chimbote,Junín        ,Universidad,Privada,0.0,0.0,0.0,2923.0,NO,0.0,0.0,0.0,True,False,True,True,5.0,2923.0,156.0,38.5,0.3454614364222096,0.0015675895765472313,0.9952044266830617,0.9433962264150944
4040,Educación Inicial,Educación Inicial,Universidad Católica Los Ángeles de Chimbote,La Libertad  ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,True,True,True,True,5.0,1442.0,135.0,80.0,0.0648095508811825,0.003257328990228013,0.9958499846295727,0.9433962264150944
4041,Educación Primaria,Educación Primaria,Universidad Católica Los Ángeles de Chimbote,La Libertad  ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,True,True,True,True,5.0,1507.0,161.0,88.5,0.07712715558082243,0.0036034201954397395,0.995050722410083,0.9433962264150944
4042,Psicología,Psicología,Universidad Católica Los Ángeles de Chimbote,La Libertad  ,Universidad,Privada,0.0,0.0,0.0,1856.0,NO,0.0,0.0,0.0,True,False,True,True,5.0,1856.0,4800.0,75.0,0.14326321773735076,0.0030537459283387623,0.8524438979403628,0.9433962264150944
4043,Administración de Empresas,Administración,Universidad Católica Los Ángeles de Chimbote,La Libertad  ,Universidad,Privada,0.0,0.0,0.0,2165.0,NO,0.0,0.0,0.0,True,False,True,True,5.0,2165.0,4260.0,70.0,0.20181921546333143,0.0028501628664495114,0.8690439594220719,0.9433962264150944
4044,Contabilidad y Finanzas,Contabilidad,Universidad Católica Los Ángeles de Chimbote,La Libertad  ,Universidad,Privada,0.0,0.0,0.0,1888.0,NO,0.0,0.0,0.0,True,False,True,True,5.0,1888.0,223.5,71.0,0.14932726928178888,0.0028908794788273617,0.9931294189978481,0.9433962264150944
4045,Derecho,Derecho,Universidad Católica Los Ángeles de Chimbote,La Libertad  ,Universidad,Privada,0.0,0.0,0.0,2189.0,NO,0.0,0.0,0.0,True,False,True,True,6.0,2189.0,232.0,64.0,0.20636725412166004,0.0026058631921824105,0.9928681217337842,0.9245283018867925
4046,Ingeniería de Sistemas y Cómputo,Ingeniería de Sistemas,Universidad Católica Los Ángeles de Chimbote,La Libertad  ,Universidad,Privada,0.0,0.0,0.0,2325.0,NO,0.0,0.0,0.0,True,False,True,True,5.0,2325.0,200.0,72.0,0.23213947318552208,0.0029315960912052116,0.9938518290808485,0.9433962264150944
4047,Odontología,Odontología,Universidad Católica Los Ángeles de Chimbote,La Libertad  ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,True,True,True,True,5.0,1792.0,4340.0,85.0,0.13113511464847452,0.0034609120521172636,0.8665846910544113,0.9433962264150944
4048,Enfermería,Enfermería,Universidad Católica Los Ángeles de Chimbote,La Libertad  ,Universidad,Privada,0.0,0.0,0.0,1936.0,NO,0.0,0.0,0.0,True,False,True,True,5.0,1936.0,196.5,80.0,0.1584233465984461,0.003257328990228013,0.9939594220719336,0.9433962264150944
4049,Farmacia y Bioquímica,Farmacia y Bioquímica,Universidad Católica Los Ángeles de Chimbote,La Libertad  ,Universidad,Privada,0.0,0.0,0.0,2803.0,NO,0.0,0.0,0.0,True,False,True,True,5.0,2803.0,144.0,84.0,0.3227212431305666,0.0034201954397394137,0.9955733169382108,0.9433962264150944
4050,Educación Inicial,Educación Inicial,Universidad Católica Los Ángeles de Chimbote,Lambayeque   ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,True,True,True,True,5.0,1442.0,135.0,80.0,0.0648095508811825,0.003257328990228013,0.9958499846295727,0.9433962264150944
4051,Educación Primaria,Educación Primaria,Universidad Católica Los Ángeles de Chimbote,Lambayeque   ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,True,True,True,True,5.0,1507.0,161.0,88.5,0.07712715558082243,0.0036034201954397395,0.995050722410083,0.9433962264150944
4052,Psicología,Psicología,Universidad Católica Los Ángeles de Chimbote,Lambayeque   ,Universidad,Privada,0.0,0.0,0.0,1856.0,NO,0.0,0.0,0.0,True,False,True,True,5.0,1856.0,4800.0,75.0,0.14326321773735076,0.0030537459283387623,0.8524438979403628,0.9433962264150944
4053,Administración de Empresas,Administración,Universidad Católica Los Ángeles de Chimbote,Lambayeque   ,Universidad,Privada,0.0,0.0,0.0,2165.0,NO,0.0,0.0,0.0,True,False,True,True,5.0,2165.0,4260.0,70.0,0.20181921546333143,0.0028501628664495114,0.8690439594220719,0.9433962264150944
4054,"Administración de Servicios Turísticos, Hotelería y Gastronomía",Administración Turística,Universidad Católica Los Ángeles de Chimbote,Lambayeque   ,Universidad,Privada,0.0,0.0,0.0,2095.0,NO,0.0,0.0,0.0,True,False,True,True,5.0,2095.0,153.0,78.5,0.18855410270987302,0.0031962540716612376,0.995296649246849,0.9433962264150944
4055,Contabilidad y Finanzas,Contabilidad,Universidad Católica Los Ángeles de Chimbote,Lambayeque   ,Universidad,Privada,0.0,0.0,0.0,1888.0,NO,0.0,0.0,0.0,True,False,True,True,5.0,1888.0,223.5,71.0,0.14932726928178888,0.0028908794788273617,0.9931294189978481,0.9433962264150944
4056,Derecho,Derecho,Universidad Católica Los Ángeles de Chimbote,Lambayeque   ,Universidad,Privada,0.0,0.0,0.0,2189.0,NO,0.0,0.0,0.0,True,False,True,True,6.0,2189.0,232.0,64.0,0.20636725412166004,0.0026058631921824105,0.9928681217337842,0.9245283018867925
4057,Educación Inicial,Educación Inicial,Universidad Católica Los Ángeles de Chimbote,Lima         ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,True,True,True,True,5.0,1442.0,135.0,80.0,0.0648095508811825,0.003257328990228013,0.9958499846295727,0.9433962264150944
4058,Educación Primaria,Educación Primaria,Universidad Católica Los Ángeles de Chimbote,Lima         ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,True,True,True,True,5.0,1507.0,161.0,88.5,0.07712715558082243,0.0036034201954397395,0.995050722410083,0.9433962264150944
4059,Psicología,Psicología,Universidad Católica Los Ángeles de Chimbote,Lima         ,Universidad,Privada,0.0,0.0,0.0,1856.0,NO,0.0,0.0,0.0,True,False,True,True,5.0,1856.0,4800.0,75.0,0.14326321773735076,0.0030537459283387623,0.8524438979403628,0.9433962264150944
4060,Administración de Empresas,Administración,Universidad Católica Los Ángeles de Chimbote,Lima         ,Universidad,Privada,0.0,0.0,0.0,2165.0,NO,0.0,0.0,0.0,True,False,True,True,5.0,2165.0,4260.0,70.0,0.20181921546333143,0.0028501628664495114,0.8690439594220719,0.9433962264150944
4061,"Administración de Servicios Turísticos, Hotelería y Gastronomía",Administración Turística,Universidad Católica Los Ángeles de Chimbote,Lima         ,Universidad,Privada,0.0,0.0,0.0,2095.0,NO,0.0,0.0,0.0,True,False,True,True,5.0,2095.0,153.0,78.5,0.18855410270987302,0.0031962540716612376,0.995296649246849,0.9433962264150944
4062,Contabilidad y Finanzas,Contabilidad,Universidad Católica Los Ángeles de Chimbote,Lima         ,Universidad,Privada,0.0,0.0,0.0,1888.0,NO,0.0,0.0,0.0,True,False,True,True,5.0,1888.0,223.5,71.0,0.14932726928178888,0.0028908794788273617,0.9931294189978481,0.9433962264150944
4063,Derecho,Derecho,Universidad Católica Los Ángeles de Chimbote,Lima         ,Universidad,Privada,0.0,0.0,0.0,2189.0,NO,0.0,0.0,0.0,True,False,True,True,6.0,2189.0,232.0,64.0,0.20636725412166004,0.0026058631921824105,0.9928681217337842,0.9245283018867925
4064,Ingeniería de Sistemas y Cómputo,Ingeniería de Sistemas,Universidad Católica Los Ángeles de Chimbote,Lima         ,Universidad,Privada,0.0,0.0,0.0,2325.0,NO,0.0,0.0,0.0,True,False,True,True,5.0,2325.0,200.0,72.0,0.23213947318552208,0.0029315960912052116,0.9938518290808485,0.9433962264150944
4065,Educación Inicial,Educación Inicial,Universidad Católica Los Ángeles de Chimbote,Piura        ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,True,True,True,True,5.0,1442.0,135.0,80.0,0.0648095508811825,0.003257328990228013,0.9958499846295727,0.9433962264150944
4066,Educación Primaria,Educación Primaria,Universidad Católica Los Ángeles de Chimbote,Piura        ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,True,True,True,True,5.0,1507.0,161.0,88.5,0.07712715558082243,0.0036034201954397395,0.995050722410083,0.9433962264150944
4067,Psicología,Psicología,Universidad Católica Los Ángeles de Chimbote,Piura        ,Universidad,Privada,0.0,0.0,0.0,1856.0,NO,0.0,0.0,0.0,True,False,True,True,5.0,1856.0,4800.0,75.0,0.14326321773735076,0.0030537459283387623,0.8524438979403628,0.9433962264150944
4068,Administración de Empresas,Administración,Universidad Católica Los Ángeles de Chimbote,Piura        ,Universidad,Privada,0.0,0.0,0.0,2165.0,NO,0.0,0.0,0.0,True,False,True,True,5.0,2165.0,4260.0,70.0,0.20181921546333143,0.0028501628664495114,0.8690439594220719,0.9433962264150944
4069,Contabilidad y Finanzas,Contabilidad,Universidad Católica Los Ángeles de Chimbote,Piura        ,Universidad,Privada,0.0,0.0,0.0,1888.0,NO,0.0,0.0,0.0,True,False,True,True,5.0,1888.0,223.5,71.0,0.14932726928178888,0.0028908794788273617,0.9931294189978481,0.9433962264150944
4070,Derecho,Derecho,Universidad Católica Los Ángeles de Chimbote,Piura        ,Universidad,Privada,0.0,0.0,0.0,2189.0,NO,0.0,0.0,0.0,True,False,True,True,6.0,2189.0,232.0,64.0,0.20636725412166004,0.0026058631921824105,0.9928681217337842,0.9245283018867925
4071,Ingeniería de Sistemas y Cómputo,Ingeniería de Sistemas,Universidad Católica Los Ángeles de Chimbote,Piura        ,Universidad,Privada,0.0,0.0,0.0,2325.0,NO,0.0,0.0,0.0,True,False,True,True,5.0,2325.0,200.0,72.0,0.23213947318552208,0.0029315960912052116,0.9938518290808485,0.9433962264150944
4072,Ingeniería Civil,Ingeniería Civil,Universidad Católica Los Ángeles de Chimbote,Piura        ,Universidad,Privada,0.0,0.0,0.0,2923.0,NO,0.0,0.0,0.0,True,False,True,True,5.0,2923.0,156.0,38.5,0.3454614364222096,0.0015675895765472313,0.9952044266830617,0.9433962264150944
4073,Enfermería,Enfermería,Universidad Católica Los Ángeles de Chimbote,Piura        ,Universidad,Privada,0.0,0.0,0.0,1936.0,NO,0.0,0.0,0.0,True,False,True,True,5.0,1936.0,196.5,80.0,0.1584233465984461,0.003257328990228013,0.9939594220719336,0.9433962264150944
4074,Obstetricia,Obstetricia,Universidad Católica Los Ángeles de Chimbote,Piura        ,Universidad,Privada,0.0,0.0,0.0,2000.0,NO,0.0,0.0,0.0,True,False,True,True,5.0,2000.0,1278.0,74.0,0.17055144968732233,0.003013029315960912,0.9607131878266216,0.9433962264150944
